vowel,speaker_1,speaker_2,overlap_coefficient,bhattacharyya_coefficient,hellinger_distance
i,1c403477-Audio_SP13,a452055c-Audio_SP11,0.6305971741676331,0.8888000845909119,0.33346651317499354
i,0f786745-Audio_SP20,919b9bc1-Audio_SP14,0.6305676102638245,0.8655391931533813,0.3666889783544341
i,713a2f9b-Audio_SP16,7a414497-Audio_SP15,0.6297104358673096,0.8718892335891724,0.35792564368989777
i,12c532f8-Audio_SP15,fcd45f4d-Audio_SP21,0.629707932472229,0.8762300610542297,0.35180952082877215
i,0af9ac47-Audio_SP14,5a932187-audio_SP16,0.6289054751396179,0.8707209825515747,0.35955391452246116
i,49ae7020-Audio_SP17,7e277fda-Audio_SP28,0.6286719441413879,0.8769949674606323,0.3507207329762067
i,1c403477-Audio_SP13,5a932187-audio_SP16,0.6279595494270325,0.8749274611473083,0.3536559611440074
i,5586979c-Audio_SP18,fcd45f4d-Audio_SP21,0.6276012063026428,0.8797745704650879,0.3467353883509904
i,63239054-Audio_SP15,c3533b36-Audio_SP16,0.6275283098220825,0.8756857514381409,0.35258225786596115
i,5278b5b9-Audio_SP15,e90f8e4d-Audio_SP22,0.6273895502090454,0.8726504445075989,0.3568606947989665
i,2988c6fc-Audio_SP13,7a414497-Audio_SP15,0.6268465518951416,0.881714403629303,0.34392673110809086
i,061ea7d0-Audio_SP16,0e6115f2-Audio_SP19,0.6265683770179749,0.8863760828971863,0.3370814695334256
i,061ea7d0-Audio_SP16,cafd9c21-Audio_SP27,0.6257646679878235,0.8800526261329651,0.3463341939038577
i,0e6115f2-Audio_SP19,0f786745-Audio_SP20,0.6256780028343201,0.8661024570465088,0.36592013193249046
i,0f786745-Audio_SP20,181d5ce9-Audio_SP21,0.6255496144294739,0.8597618341445923,0.3744838659480642
i,5a932187-audio_SP16,713a2f9b-Audio_SP16,0.6248496174812317,0.8786682486534119,0.34832707524191703
i,49ae7020-Audio_SP17,5819ce7a-Audio_SP11,0.6245895624160767,0.8687489032745361,0.36228593227651534
i,919b9bc1-Audio_SP14,a452055c-Audio_SP11,0.6244938969612122,0.8780245184898376,0.3492498840517522
i,181d5ce9-Audio_SP21,7a414497-Audio_SP15,0.6223381161689758,0.8697259426116943,0.36093497667627844
i,375a28cd-Audio_SP16,fcd45f4d-Audio_SP21,0.6219690442085266,0.8708504438400269,0.35937383900330466
i,85c7895f-Audio_SP16,a452055c-Audio_SP11,0.6212749481201172,0.892524003982544,0.3278353184412199
