vowel,speaker,n_retained_tokens,n_fit_tokens,bandwidth,mean_self_log_density,median_self_log_density,peak_log_density_grid,peak_x_standardized,peak_y_standardized,peak_z_standardized,peak_x_original,peak_y_original,peak_z_original,hdr_50_volume,hdr_50_actual_mass,hdr_50_mass_per_volume,hdr_80_volume,hdr_80_actual_mass,hdr_80_mass_per_volume,hdr_95_volume,hdr_95_actual_mass,hdr_95_mass_per_volume,dominant_grid_volume,own_mass_in_dominant_region,equal_prior_posterior_at_own_peak
i,5819ce7a-Audio_SP11,644,644,0.3,-1.7706403727859263,-1.4391248681284496,-0.8056349548070489,-1.0015777834966944,1.8456252972735567,0.7357851042399162,376.15508268467795,2507.000885179039,2969.0466400309924,2.1815782744075194,0.5009042024612427,0.2291918680459869,6.333020475917187,0.8001958131790161,0.1263220295974393,15.547197069511814,0.9500328302383423,0.061104261800537546,1.5924600906012694,0.068237625,0.07375621
i,5a932187-audio_SP16,609,609,0.3,-1.83848254997732,-1.5188709358019565,-0.8742337052989947,-0.8006089626056059,1.097518470694559,0.0010828069966120069,404.6744861445514,2139.5762258810187,2623.8029170684126,2.3104478771151364,0.5011472105979919,0.21640825787609125,6.701219340796093,0.8000163435935974,0.11938125874043716,16.89112292631982,0.9500412344932556,0.05624256031668006,0.5983231554282226,0.0034204803,0.0445241
i,061ea7d0-Audio_SP16,469,469,0.3,-1.830242882044902,-1.4674483715794535,-0.653120676002969,-0.8006089626056059,1.2845451773393084,0.0010828069966120069,404.6744861445514,2231.4323907055236,2623.8029170684126,2.1079385014317378,0.5003829002380371,0.23719857085982055,6.894523744857518,0.8001209497451782,0.11603412064491088,18.768937137202244,0.9500429630279541,0.0506155459446336,2.0435037000779293,0.104344144,0.06327905
i,12c532f8-Audio_SP15,493,493,0.3,-1.7126853642151216,-1.083653357093059,-0.3912490644801738,-1.4035154252788709,1.097518470694559,-0.4887187244989242,319.1162757649312,2139.5762258810187,2393.6404350933594,1.7121247216869138,0.5006903409957886,0.29203479960698336,7.143057978650781,0.8001840114593506,0.1119968509832967,25.046727783387595,0.9500093460083008,0.03792910627751117,8.32129434626328,0.31388986,0.13065267
i,adad0062-Audio_SP17,606,606,0.3,-1.8817796349630398,-1.579493694045857,-0.739319091868465,-1.0015777834966944,0.9104917640498098,0.0010828069966120069,376.15508268467795,2047.7200610565137,2623.8029170684126,2.2828329622492185,0.5002443194389343,0.2190260997052375,7.207492780004589,0.8001387715339661,0.11099560199621743,18.667682449360544,0.9500243663787842,0.050890087860506854,1.0217518500389646,0.006648724,0.045308277
i,7a414497-Audio_SP15,354,354,0.3,-1.822859191321768,-1.4363003024307415,-0.6064154480558316,-1.2025466043877826,1.2845451773393084,0.2459835727443802,347.63567922480456,2231.4323907055236,2738.884158055939,2.1263484446756835,0.5008736848831177,0.2351449035796489,7.271927581358398,0.800186276435852,0.11001209666207373,20.950515411609764,0.9500231146812439,0.04534494647676094,3.635963790679199,0.008855598,0.0488747
i,181d5ce9-Audio_SP21,259,259,0.3,-1.883146062237503,-1.5101839885688264,-0.6561994491978201,-1.2025466043877826,0.9104917640498098,0.0010828069966120069,347.63567922480456,2047.7200610565137,2623.8029170684126,2.2276031325173826,0.5004713535308838,0.22445649887148306,7.575691644883495,0.8000733852386475,0.10560091903163821,19.69863927102148,0.9500203132629395,0.04822668139304108,1.49120540275957,0.019906912,0.048975278
i,a452055c-Audio_SP11,549,549,0.3,-1.9389783200499144,-1.5423986475166682,-0.6949359651505288,-1.2025466043877826,0.9104917640498098,-0.2438179587511562,347.63567922480456,2047.7200610565137,2508.721676080886,2.2276031325173826,0.5003678798675537,0.22445649887148306,7.630921474615331,0.800234317779541,0.10483661804950331,22.46013075761328,0.9500114917755127,0.04229717138569996,1.6200750054671873,0.0014696352,0.053668916
i,42d56bbf-Audio_SP23,1559,1000,0.3,-1.951770264656475,-1.5830790877774437,-0.6618020945815768,-1.604484246169959,1.2845451773393084,1.9602889329787567,290.59687230505773,2231.4323907055236,3544.452844968626,2.457727423066699,0.5003776550292969,0.20343997275992098,7.842635821920702,0.8000869154930115,0.1020065215528618,20.646751348084663,0.9500325322151184,0.04601208122207219,9.692835117937205,0.49124214,0.3715131
i,514fc6b6-Audio_SP19,688,688,0.3,-2.0369001309039114,-1.612040542469229,-0.8117574758899858,-0.3986713208234298,2.406705417207805,1.4704874014832203,461.71329306429817,2782.569379652554,3314.2903629935727,2.420907536578808,0.5008745789527893,0.2065341168323152,7.916275594896483,0.8001497983932495,0.10105762367795146,23.076863856285446,0.9500294327735901,0.04116677230997523,9.545555571985643,0.44054452,0.3182918
i,c3533b36-Audio_SP16,247,247,0.3,-1.991663664176327,-1.6869824459833662,-0.8075307948964369,-1.2025466043877826,0.9104917640498098,-0.2438179587511562,347.63567922480456,2047.7200610565137,2508.721676080886,2.586597025774316,0.5000637173652649,0.19330417340533418,8.08196508409199,0.8000452518463135,0.09898582729275428,20.471856887267183,0.9500296115875244,0.04640517004546219,3.3414046987760737,0.012333123,0.047953855
i,919b9bc1-Audio_SP14,363,363,0.3,-2.05096772725541,-1.6409352621719346,-0.9976399112441237,-1.604484246169959,1.6585985906288074,0.4908843384921484,290.59687230505773,2415.144720354534,2853.9653990434663,2.6050069690182616,0.5006152391433716,0.1919380661727876,8.275269488153416,0.8002186417579651,0.09667358883541519,24.356354911739643,0.9500305652618408,0.03900419432392589,4.123827286643749,0.10634894,0.07205244
i,a1a056ce-Audio_SP11,265,265,0.3,-2.129447542438061,-1.8189872386340933,-1.037940825710256,-0.5996401417145178,1.8456252972735567,1.2255866357354526,433.1938896044248,2507.000885179039,3199.209122006046,2.853541202811523,0.5002021193504333,0.17522087976419,8.671083267898242,0.8001964092254639,0.09226067554462658,23.75803175631142,0.9500049948692322,0.03998647740453619,4.050187513667968,0.12775913,0.10915273
i,63239054-Audio_SP15,331,331,0.3,-2.020021331491714,-1.6563686491449072,-0.7891640442564003,-1.0015777834966944,0.9104917640498098,0.0010828069966120069,376.15508268467795,2047.7200610565137,2623.8029170684126,2.503752281176562,0.5008028745651245,0.1997002673783048,8.781542927361913,0.8001108765602112,0.0911001639025558,20.9044905534999,0.9500353932380676,0.04544478123342488,1.6845098068209958,0.028440624,0.043105252
i,713a2f9b-Audio_SP16,511,511,0.3,-2.120442246754548,-1.7930056984391776,-0.8047376942116746,-1.4035154252788709,0.9104917640498098,0.0010828069966120069,319.1162757649312,2047.7200610565137,2623.8029170684126,2.66944177037207,0.5005391836166382,0.1873050783686169,8.790747898983886,0.8000053763389587,0.09100477106077302,23.988156046860738,0.9500331878662109,0.03960287727594317,4.013367627180077,0.011695463,0.04939664
i,1c403477-Audio_SP13,570,570,0.3,-2.1461655231390306,-1.847139641669048,-1.0293915269094267,-1.0015777834966944,1.097518470694559,0.2459835727443802,376.15508268467795,2139.5762258810187,2738.884158055939,2.9916157771411127,0.5004032850265503,0.167133762236612,8.892002586825585,0.800169825553894,0.08996848484786567,22.055112006246482,0.9500154256820679,0.043073914098959894,2.264423019005273,0.016425086,0.032030415
i,1d46eb6e-Audio_SP18,741,741,0.3,-2.186670291077026,-1.7970746689711605,-0.9136014729283713,-1.0015777834966944,1.4715718839840581,0.4908843384921484,376.15508268467795,2323.288555530029,2853.9653990434663,2.7891064014577145,0.5003124475479126,0.17926888688745513,8.928822473313476,0.8000785708427429,0.08959748078663736,26.013249803694723,0.9500069618225098,0.036519850736414686,2.5497771392864252,0.0072291954,0.041808814
i,49ae7020-Audio_SP17,440,440,0.3,-2.1890692829184104,-1.8995809498294318,-1.1548268807469773,-0.5996401417145178,1.4715718839840581,0.7357851042399162,433.1938896044248,2323.288555530029,2969.0466400309924,3.1112804082267576,0.5002613067626953,0.1607055406121269,9.131331848996874,0.800055742263794,0.087610439882095,21.429173935952342,0.9500408172607422,0.04433208684755494,1.9606589554801754,0.1335624,0.05518206
i,e90f8e4d-Audio_SP22,418,418,0.3,-2.169799945333752,-1.8662395169180357,-0.91920956524932,-1.2025466043877826,1.4715718839840581,0.4908843384921484,347.63567922480456,2323.288555530029,2853.9653990434663,2.881156117677441,0.5000033974647522,0.17354144641181757,9.250996480082518,0.8000975251197815,0.08647717051048581,23.99736101848271,0.9500246047973633,0.03958768629885229,0.8376524175995116,0.00068008486,0.040871948
i,30a90cb2-Audio_SP21,622,622,0.3,-2.141905002091565,-1.9001653296844268,-0.7515245929051758,-1.0015777834966944,1.097518470694559,0.4908843384921484,376.15508268467795,2139.5762258810187,2853.9653990434663,2.8995660609213862,0.5003083944320679,0.17243959595840921,9.784884834156932,0.800011932849884,0.08175875481000776,23.601547238737886,0.9499992728233337,0.040251598354566265,1.7029197500649411,0.124917656,0.050368555
i,7aee4437-Audio_SP12,282,282,0.3,-2.2664679856530046,-2.0502374772065086,-1.0354107119937965,-0.5996401417145178,1.4715718839840581,0.7357851042399162,433.1938896044248,2323.288555530029,2969.0466400309924,3.276969897422265,0.5003107786178589,0.15257997956994074,10.26354335849951,0.800007700920105,0.077945790460124,24.945473095545896,0.9500032067298889,0.03808306205944941,2.6326218838841795,0.03823012,0.062181283
i,fcd45f4d-Audio_SP21,359,359,0.3,-2.145439483118759,-1.7518504134737265,-0.7866020521217889,-1.0015777834966944,0.7234650574050601,-0.2438179587511562,376.15508268467795,1955.8638962320088,2508.721676080886,2.7430815433478513,0.5002694725990295,0.1822767541171104,10.475257705804882,0.8000708222389221,0.07637043617138685,27.18228119968525,0.9500123262405396,0.03494923744703959,2.144758387919629,0.016779486,0.055222884
i,375a28cd-Audio_SP16,499,499,0.3,-2.2015008688960007,-2.0863423040391735,-0.8445679421836491,-1.2025466043877826,0.7234650574050601,-0.4887187244989242,347.63567922480456,1955.8638962320088,2393.6404350933594,3.6727836771670894,0.5002334713935852,0.1361365231250599,10.64094719500039,0.8001152873039246,0.07518127713065592,26.096094548292477,0.9500281810760498,0.03640391470233083,5.256038796146386,0.15332784,0.06781855
i,0f786745-Audio_SP20,545,545,0.3,-2.261112399917931,-1.8197536022106178,-0.8758165074746806,-1.2025466043877826,1.097518470694559,0.0010828069966120069,347.63567922480456,2139.5762258810187,2623.8029170684126,2.8627461744334957,0.5004571080207825,0.17465746857523762,10.769816797708007,0.8000879883766174,0.07428167210516089,30.486866011973433,0.9500257968902588,0.031160959595745143,3.939727854204296,0.004586053,0.037540868
i,7c3c98d2-Audio_SP13,714,714,0.3,-2.4052555732779655,-2.1624869801229973,-1.0804131612163541,-1.4035154252788709,2.0326520039183062,1.2255866357354526,319.1162757649312,2598.857050003544,3199.209122006046,3.626758819057226,0.5003244876861572,0.13786414397690075,11.386549896380174,0.8000830411911011,0.07025833174053213,28.01993361728476,0.950014054775238,0.03390443435647435,9.168151735484765,0.2432771,0.11143121
