audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
30a90cb2-Audio_SP21,H1,i,116875.43292887506,33076.94285607302,28.301022744619143,83798.49007280203,71.69897725538085
30a90cb2-Audio_SP21,H1,e,88080.29497326456,65511.614977076664,74.37715211667005,22568.6799961879,25.622847883329957
30a90cb2-Audio_SP21,H1,a,132147.20374052474,65377.8085739372,49.47347104090725,66769.39516658754,50.52652895909275
30a90cb2-Audio_SP21,H1,o,129613.80250775107,115546.28932435648,89.1465932553338,14067.513183394592,10.853406744666207
30a90cb2-Audio_SP21,H1,u,233233.48109894423,95287.99988904315,40.85519773579132,137945.4812099011,59.144802264208685
30a90cb2-Audio_SP21,H2,i,164067.39129390562,53048.6046471018,32.33342361863489,111018.78664680381,67.6665763813651
30a90cb2-Audio_SP21,H2,e,106119.42860505055,92299.0172582454,86.97654941373536,13820.411346805151,13.023450586264648
30a90cb2-Audio_SP21,H2,a,138770.7058946489,70790.72435839428,51.0127291649988,67979.98153625464,48.9872708350012
30a90cb2-Audio_SP21,H2,o,182209.45860044326,165722.72995200366,90.95177123346136,16486.728648439603,9.04822876653863
30a90cb2-Audio_SP21,H2,u,222026.46363818418,149435.97510118666,67.305479109332,72590.48853699752,32.694520890668
