n_audios,hungarian_correct,hungarian_accuracy,row_top1_accuracy,row_top3_accuracy,row_top5_accuracy,mean_true_match_rank,median_true_match_rank,mean_reciprocal_rank,mean_true_cost,mean_false_cost,median_true_cost,median_false_cost,weight_centroids,weight_geometry,weight_ellipse,weight_overlap,n_features_centroids,n_features_geometry,n_features_ellipse,n_features_overlap
43,29,0.6744186046511628,0.4418604651162791,0.7209302325581395,0.813953488372093,3.8372093023255816,2.0,0.5946773282956593,0.3701191930033389,1.1189434506630256,0.3081574513435905,1.0109105186446943,0.0,1.0,0.0,0.0,10,10,30,20
