audio,half,vowel_1,vowel_2,area_vowel_1,area_vowel_2,intersection_area,union_area,overlap_percent_of_vowel_1,overlap_percent_of_vowel_2,jaccard_overlap_percent
514fc6b6-Audio_SP19,H1,i,e,223582.20409514528,219451.9649473988,88361.76591022822,354672.4031323159,39.520929793064354,40.2647412755716,24.913628782463665
514fc6b6-Audio_SP19,H1,i,a,223582.20409514528,471026.83845821716,0.0,694609.0425533624,0.0,0.0,0.0
514fc6b6-Audio_SP19,H1,i,o,223582.20409514528,198061.3402052336,0.0,421643.5443003789,0.0,0.0,0.0
514fc6b6-Audio_SP19,H1,i,u,223582.20409514528,132410.60797187217,0.0,355992.8120670175,0.0,0.0,0.0
514fc6b6-Audio_SP19,H1,e,a,219451.9649473988,471026.83845821716,21527.94727137419,668950.8561342418,9.809867629362214,4.570429010338409,3.2181657402728643
514fc6b6-Audio_SP19,H1,e,o,219451.9649473988,198061.3402052336,0.0,417513.3051526324,0.0,0.0,0.0
514fc6b6-Audio_SP19,H1,e,u,219451.9649473988,132410.60797187217,0.0,351862.572919271,0.0,0.0,0.0
514fc6b6-Audio_SP19,H1,a,o,471026.83845821716,198061.3402052336,98703.20868681082,570384.96997664,20.95490121324931,49.834666666666664,17.304665073985593
514fc6b6-Audio_SP19,H1,a,u,471026.83845821716,132410.60797187217,84.50617182089967,603352.9402582684,0.017940840079836737,0.0638213003589948,0.014006092650302882
514fc6b6-Audio_SP19,H1,o,u,198061.3402052336,132410.60797187217,64773.98070071959,265697.96747638617,32.704,48.919026725169516,24.37880173339164
514fc6b6-Audio_SP19,H2,i,e,190785.947290723,267425.13822869136,67049.01320927677,391162.0723101376,35.14358062604386,25.07206826305877,17.140980160294312
514fc6b6-Audio_SP19,H2,i,a,190785.947290723,265009.60578898876,0.0,455795.5530797118,0.0,0.0,0.0
514fc6b6-Audio_SP19,H2,i,o,190785.947290723,253240.30943384208,0.0,444026.2567245651,0.0,0.0,0.0
514fc6b6-Audio_SP19,H2,i,u,190785.947290723,126152.46652114883,0.0,316938.41381187184,0.0,0.0,0.0
514fc6b6-Audio_SP19,H2,e,a,267425.13822869136,265009.60578898876,46152.08789048792,486282.6561271922,17.25794672713995,17.41525095027539,9.490794563402313
514fc6b6-Audio_SP19,H2,e,o,267425.13822869136,253240.30943384208,5016.084385424968,515649.36327710847,1.8756966598762348,1.9807606445589967,0.9727704022644821
514fc6b6-Audio_SP19,H2,e,u,267425.13822869136,126152.46652114883,0.0,393577.6047498402,0.0,0.0,0.0
514fc6b6-Audio_SP19,H2,a,o,265009.60578898876,253240.30943384208,32964.30865585629,485285.60656697454,12.438910868047476,13.017006940780126,6.7927645513852415
514fc6b6-Audio_SP19,H2,a,u,265009.60578898876,126152.46652114883,0.0,391162.0723101376,0.0,0.0,0.0
514fc6b6-Audio_SP19,H2,o,u,253240.30943384208,126152.46652114883,92890.0708833718,286502.70507161913,36.68060234606486,73.63317852195877,32.42205718795967
