F1,F2,F3,B1,B2,B3,max_formant,smooth_error,time,rel_time,prop_time,id,label,file_name,group,speaker_num,point_heuristic,f0,intensity,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
476.3665375250594,1160.2829875375248,2635.754324368057,2.8079131567473747,3.4339878493969183,3.8203115423830227,4615.384615384615,0.000022767328499753164,1.4837500000000001,0.027000000000000003,0.32142857142857145,0-0-3-4,o,375a28cd-Audio_SP16.v0,group_0,1,fave,117.8614050778693,78.33242425630279,8,mundo,"",0.06000000000000005,el,trabajando,d,#,d,t,final
437.11484976981757,1051.9701857487394,2098.358943582097,3.337289240003134,3.0654240968314475,5.12335187671282,5692.3076923076915,0.07461440418005014,2.20375,0.087,0.3295454545454546,0-0-4-9,o,375a28cd-Audio_SP16.v0,group_0,1,fave,106.80150807140356,65.92471408194729,8,trabajando,"",0.23999999999999977,mundo,[silence],d,#,d,.,final
497.1438574618018,1204.9494020460195,2044.5366159729822,2.5153086874389903,3.265854382844255,3.896612884734052,4615.384615384615,0.00001902757194755747,3.59375,0.027000000000000003,0.32142857142857145,0-0-7-1,o,375a28cd-Audio_SP16.v0,group_0,1,fave,122.23055499152673,79.56192159595356,8,lo,"",0.06000000000000005,con,que,l,#,l,k,final
510.7785757869139,1332.5270368381314,2341.885049807439,3.4347005691659356,3.0744110926443233,4.555286314061463,4615.384615384615,0.00025118290908923734,58.63575,0.031,0.32978723404255317,0-0-31-4,o,375a28cd-Audio_SP16.v0,group_0,1,fave,143.94300431358863,74.40381250855329,8,bueno,"",0.07000000000000028,Pero,",",n,#,n,.,final
424.9315853663044,1125.666305241343,2771.3118268304074,2.9147748332825896,3.252864075045956,4.853764329765098,5692.3076923076915,0.0019864672890134976,58.85775,0.035,0.33653846153846156,0-0-33-3,o,375a28cd-Audio_SP16.v0,group_0,1,fave,190.34272000882024,66.06293569343929,8,todo,"",0.0799999999999983,",",eso,d,#,d,s,final
514.977534686361,1140.1505961676714,3240.8650278775076,2.6906675655094032,2.283381310306753,4.765794495476805,6230.7692307692305,0.0009290365213196042,59.09575,0.031,0.32978723404255317,0-0-35-1,o,375a28cd-Audio_SP16.v0,group_0,1,fave,132.66555199335397,70.11943445649229,8,lo,"",0.07000000000000028,eso,que,l,#,l,k,final
487.0431846602931,1203.4760681745247,2494.8578019101496,2.935426428309768,3.053044697453641,4.539596234833047,4615.384615384615,0.00020696598605075077,62.22375,0.027000000000000003,0.32142857142857145,0-0-44-4,o,375a28cd-Audio_SP16.v0,group_0,1,fave,137.8013771582877,77.32529585232592,8,montón,"",0.060000000000002274,un,de,t,n,t,n,internal
469.46889123797104,1001.8356313162643,1751.6704908800887,2.074984875620454,2.8909341664980817,4.829235339688955,5333.333333333333,0.0004894993045176308,71.56875000000001,0.057,0.32758620689655177,0-0-80-1,o,375a28cd-Audio_SP16.v0,group_0,1,fave,115.56075689517571,78.89909848804731,8,Toyota,"",0.14999999999999147,",",",",t,y,t,y,internal
504.7774891888278,1100.6893555758281,3627.7379208359685,2.432196879571577,2.4553740847609213,3.948867482876775,5333.333333333333,0.00005229685799246674,72.72274999999999,0.025,0.33783783783783783,0-0-84-1,o,375a28cd-Audio_SP16.v0,group_0,1,fave,100.74429569976657,68.78384168908104,8,Nobleza,"",0.05000000000001137,[silence],Piccardo,n,b,n,b,internal
507.3877150168857,975.1177121418766,3259.943537930061,2.2510214586571253,2.841074656178008,3.279098244684002,5153.846153846154,0.0024102160136757556,73.62075,0.061000000000000006,0.3315217391304348,0-0-85-7,o,375a28cd-Audio_SP16.v0,group_0,1,fave,98.8126882999886,64.52716520127493,8,Piccardo,"",0.1599999999999966,Nobleza,.,d,#,d,.,final
432.4934665572369,1221.7101371016313,1932.0052730030523,2.60082079939464,3.210007852745721,4.866503823994002,5153.846153846154,0.0002524470147559694,78.24575,0.031,0.32978723404255317,0-0-104-1,o,375a28cd-Audio_SP16.v0,group_0,1,fave,196.4212936137547,73.08209230842537,8,Toyota,"",0.06999999999999318,son,",",t,y,t,y,internal
467.4239596101812,1040.6122543526483,3133.8476368021775,2.706845020059822,2.2457208258122807,4.739539323661644,5333.333333333333,0.0038741827929910135,79.52775,0.055,0.33536585365853655,0-0-107-7,o,375a28cd-Audio_SP16.v0,group_0,1,fave,104.06037682027255,70.85931545807915,8,Piccardo,"",0.14000000000000057,Nobleza,.,d,#,d,.,final
532.804121267071,1092.511716415989,2570.9031487292245,2.5082370211460345,3.0498461113478945,4.528024499090811,4615.384615384615,0.0001437243790485863,86.06075,0.041,0.3306451612903226,0-0-125-6,o,375a28cd-Audio_SP16.v0,group_0,1,fave,132.71734506335576,79.24554275903904,8,mercado,"",0.09999999999999432,el,se,d,#,d,s,final
503.46328845069314,1140.3365583994444,2504.4488649257114,3.023105720601847,3.141533907540716,4.5198625663232725,4615.384615384615,0.0016845240833776873,87.20775,0.07500000000000001,0.3348214285714286,0-0-128-9,o,375a28cd-Audio_SP16.v0,group_0,1,fave,141.8053721529847,75.02184633454799,8,reduciendo,"",0.20000000000000284,fue,se,d,#,d,s,final
458.36307155154435,893.7675234490615,2592.6839864703325,2.9138125719870063,2.6207442994749997,2.9300770619576366,4615.384615384615,0.00006007097039291971,105.06774999999999,0.035,0.3365384615384616,0-0-194-1,o,375a28cd-Audio_SP16.v0,group_0,1,fave,148.95640592221835,76.33094141333922,8,comercios,"",0.0799999999999983,[silence],[silence],k,m,k,m,internal
