F1,F2,F3,B1,B2,B3,max_formant,smooth_error,time,rel_time,prop_time,id,label,file_name,group,speaker_num,point_heuristic,f0,intensity,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
1005.4331409978561,1348.4333257328317,3259.485269824988,3.9100353139973847,3.9224642762355866,3.5490786885431764,4974.358974358975,0.008582662365446135,15.813749999999999,0.047,0.3263888888888889,0-0-3-0,a,2e25304d-Audio_SP12.v0,group_0,1,fave,176.28585033973837,77.58825797860308,5,ahora,"",0.120000000000001,",",en,#,ó,.,ó,initial
968.5509545200559,1407.9386604036383,3331.980887908709,3.517771906515048,2.8498314341436024,3.143456718185786,5512.820512820513,0.00093101452820214,16.00375,0.067,0.3284313725490196,0-0-3-3,a,2e25304d-Audio_SP12.v0,group_0,1,fave,181.3141195203059,77.40966489562432,5,ahora,"",0.17999999999999794,",",en,R,#,R,e,final
873.8225584778355,1846.8460611733385,2795.3494815603826,3.2349375831936142,3.1225090041123176,4.070313396605562,5512.820512820513,0.000017528552137834306,21.98775,0.035,0.33653846153846156,0-0-17-2,a,2e25304d-Audio_SP12.v0,group_0,1,fave,143.15147496755816,76.61358080972882,5,trabajo,"",0.08000000000000185,[silence],le,R,b,R,b,internal
747.0336894739502,1337.244741531991,2863.541029100407,3.021419005449374,3.168019622442196,3.593015707715305,5512.820512820513,9.864033216971355e-7,25.76275,0.025,0.33783783783783783,0-0-29-1,a,2e25304d-Audio_SP12.v0,group_0,1,fave,168.59875965372885,75.39717100108312,5,página,"",0.05000000000000071,esta,[silence],p,x,p,x,internal
708.3982523251617,2081.06700954082,3114.7120897894583,4.441908005852893,3.247168637902827,4.088015958190992,5692.3076923076915,0.0013564585762760588,26.118750000000002,0.037,0.32456140350877194,0-0-29-5,a,2e25304d-Audio_SP12.v0,group_0,1,fave,264.3660343604388,70.46690472027201,5,página,"",0.08999999999999986,esta,[silence],n,#,n,.,final
918.2973384058778,1666.3985915617263,2863.4408283318908,3.674789395147391,3.0210820677952137,3.7191217205473697,5512.820512820513,0.0006326977201176874,29.02775,0.035,0.33653846153846156,0-0-36-3,a,2e25304d-Audio_SP12.v0,group_0,1,fave,NaN,71.07514228665916,5,otras,"",0.0799999999999983,cuando,más,R,s,R,s,internal
735.5280412855659,1679.2150846915088,2995.0449006617214,2.932003074952624,3.2031050681515483,3.0839215110328295,5692.3076923076915,0.00008922365895940166,50.11075,0.041,0.3306451612903226,0-0-55-3,a,2e25304d-Audio_SP12.v0,group_0,1,fave,161.38236655227894,75.58666482512672,5,hasta,"",0.09999999999999432,llegué,la,t,#,t,l,final
748.9777506335463,1888.381153559822,2915.59426382088,3.2757493627140373,3.5496200776875693,3.4551832185838176,5512.820512820513,0.000017603456512969368,50.27575,0.031,0.32978723404255317,0-0-56-1,a,2e25304d-Audio_SP12.v0,group_0,1,fave,146.05651014796555,75.89776669255562,5,la,"",0.07000000000000028,hasta,universidad,l,#,l,u,final
689.1314568775607,2169.059790929714,2921.001734461624,2.8114534169595213,4.120881585542687,3.66560343482848,5512.820512820513,0.00041793130945458085,53.47075,0.041,0.3306451612903226,0-0-63-9,a,2e25304d-Audio_SP12.v0,group_0,1,fave,167.33209702890005,77.34064198455343,5,psicología,"",0.09999999999999432,de,",",i,#,i,.,final
918.0663833158621,1534.5526375661354,2552.0969096409563,3.7995562782205545,3.401239127549951,4.016567200312256,5692.3076923076915,0.00010253349305422856,56.59775,0.035,0.33653846153846156,0-0-78-3,a,2e25304d-Audio_SP12.v0,group_0,1,fave,135.6336377760749,70.02851994241166,5,demasiado,"",0.0799999999999983,estudié,en,m,s,m,s,internal
