source_file,audio_id,audio_path,audio_duration,split_time,time_basis,split_basis,total_rows,H1_rows,H2_rows,min_token_time,max_token_time
34ad326e-Audio_SP7.csv,34ad326e-Audio_SP7,data/raw/sound/34ad326e-Audio_SP7.v0.wav,1469.5992083333333,734.7996041666667,time column: time,audio_duration,1514,793,721,74.87375,1463.61575
