audio,mean_centroid_shift,median_centroid_shift,max_centroid_shift,distance_matrix_correlation,vowel_space_area_H1,vowel_space_area_H2,vowel_space_area_abs_diff,mean_pairwise_distance_H1,mean_pairwise_distance_H2,mean_pairwise_distance_abs_diff,silhouette_H1,silhouette_H2,silhouette_abs_diff,classification_accuracy_H1_centroids_to_H2_tokens,classification_accuracy_H2_centroids_to_H1_tokens,classification_accuracy_mean
9a0c18cb-Audio_SP14,35.10051554215937,38.17275224924809,46.210026069336195,0.992513418564669,168662.70681836776,205928.9402408083,37266.233422440535,684.5290675935863,683.1584189601592,1.3706486334270949,0.14485083871407659,0.1447815351386133,6.930357546328092e-05,0.6670317634173056,0.6589403973509934,0.6629860803841495
