half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,233.5818465332058,275.9405549963961,244.48251987398234,0.9554132812996395,1.0466674679670662,0.02629034425324483,0.12239419071644814,241
H1,e,i,233.5818465332058,208.32718295062992,244.48251987398234,0.9554132812996395,1.0466674679670662,0.1452529089116016,0.21803329768041696,250
H1,a,o,462.10605186389523,162.26359652367844,177.24027893667446,2.6072293196345027,0.38354892393592216,0.3549884801809367,0.5162229398350471,322
H1,o,u,141.63286061801,191.0464817742039,217.94732964041043,0.6498490293580974,1.5388189484375654,0.05471720638157337,0.09843563981968462,336
H1,u,o,141.63286061801,241.87459311897607,217.94732964041043,0.6498490293580974,1.5388189484375654,-0.07265437708252705,-0.002502488085661813,59
H2,i,e,198.11998020311307,237.50506066512654,230.34798042546885,0.8600899380023719,1.1626691068175736,-0.01085245788732801,0.06769856890896561,176
H2,e,i,198.11998020311307,222.96127540592988,230.34798042546885,0.8600899380023719,1.1626691068175736,0.14304844664853672,0.21946202454011293,160
H2,a,o,406.9492978753321,165.70353349734822,179.71044252556774,2.2644721817845097,0.44160401176222597,0.3508651060762515,0.5130967057321631,280
H2,o,u,212.4576822039324,192.701907857613,196.32458590902007,1.0821756287945956,0.9240644248419005,0.06294191742984721,0.12680400659401792,249
H2,u,o,212.4576822039324,199.88161689543244,196.32458590902007,1.0821756287945956,0.9240644248419005,-0.011434679595050066,0.09898891675097217,48
