pair,centroid_distance_H1,centroid_distance_H2
i-e,233.5818465332058,198.11998020311307
i-a,707.1614094976835,720.7913249906454
i-o,1094.2629821683224,1027.3838996621419
i-u,1213.49006782567,1194.2054227058993
e-a,479.1783824620357,532.908570671005
e-o,892.0221554231978,869.5356451933247
e-u,1019.4125192107547,1051.4824873319349
a-o,462.10605186389523,406.9492978753321
a-u,602.4424003330874,617.7498787642625
o-u,141.63286061801,212.4576822039324
