audio,vowel,f1_median,f2_median,f3_median
061ea7d0-Audio_SP16,e,512.2325432020702,1899.5119713101824,2526.672067187652
0af9ac47-Audio_SP14,e,560.2639359192885,1900.8711909960768,2594.9806320435373
0e6115f2-Audio_SP19,e,442.384582697831,1927.607964265924,2697.657604392361
0f786745-Audio_SP20,e,501.73360519570485,1918.3021194578173,2589.6811669011304
12c532f8-Audio_SP15,e,436.1538251582683,1912.862381987955,2434.614961956544
181d5ce9-Audio_SP21,e,458.876091166838,1811.3348776266407,2619.4631583979617
1c403477-Audio_SP13,e,458.0793444144157,1869.7016316834447,2450.8990923699102
1d46eb6e-Audio_SP18,e,490.300825558849,2070.4044087322627,2767.177263180875
2988c6fc-Audio_SP13,e,481.3558021554612,2022.4070270386585,2855.391852720355
2e25304d-Audio_SP12,e,575.1272060507195,1986.8609173036496,2880.25494293918
30a90cb2-Audio_SP21,e,460.8073887212599,1841.449016769686,2787.305808396686
3361ee02-Audio_SP10,e,441.9034911383739,1639.4236439612512,2504.2823067181635
34ad326e-Audio_SP7,e,440.8082939698892,1683.6885382323585,2771.3500867170005
375a28cd-Audio_SP16,e,439.3384316889497,2198.891652626688,3938.096608170023
42d56bbf-Audio_SP23,e,391.443752732736,1971.9312223859065,3333.2639954252463
49ae7020-Audio_SP17,e,549.8002336625806,1945.9531979114104,2713.424458374807
501e6487-Audio_SP19,e,406.0862720062988,1733.3190307229577,2305.661126944992
514fc6b6-Audio_SP19,e,569.5252795531554,2208.673887283487,3162.1240679926577
51a17262-Audio_SP18,e,512.2561462495378,2072.0085852707325,2995.639196936981
5278b5b9-Audio_SP15,e,387.8139001765837,1946.9746455712268,2642.597465828125
5586979c-Audio_SP18,e,478.26414822172114,1860.340573153164,2514.087156646166
5819ce7a-Audio_SP11,e,518.7199089563904,2103.301331840108,2725.6989642427243
5a932187-audio_SP16,e,539.7023906022721,1822.2011038079715,2590.412544074092
63239054-Audio_SP15,e,468.40901741239645,1800.8054064492533,2579.573633614534
713a2f9b-Audio_SP16,e,419.822377144979,1787.668882688415,2574.0366233394693
7a414497-Audio_SP15,e,523.7365748651381,1828.3129029912743,2645.330034776546
7aee4437-Audio_SP12,e,520.6957793353644,1931.0980524556635,2733.1716855625164
7c3c98d2-Audio_SP13,e,502.7022725570995,2006.675369240936,2988.264228602658
7dec1dd7-Audio_SP13,e,447.7030326919797,1841.990740783444,2659.0377661860407
7e277fda-Audio_SP28,e,534.8177036439233,1974.2373095128603,2600.726174704926
85c7895f-Audio_SP16,e,412.9333796610936,1976.906292666752,2755.171618134604
919b9bc1-Audio_SP14,e,451.2098133479648,1893.2523338322085,2621.494209557709
9a0c18cb-Audio_SP14,e,443.82402778536857,1849.8259675000013,2598.326288834463
a1a056ce-Audio_SP11,e,504.25605692217874,2175.3810787259995,3136.9885638719607
a452055c-Audio_SP11,e,446.6448153767228,1755.6687164935213,2550.7538412881845
adad0062-Audio_SP17,e,486.4616234101477,1854.5483191140609,2529.3345377922924
c3533b36-Audio_SP16,e,477.07973814648005,1808.3731986377,2357.3948729863896
cafd9c21-Audio_SP27,e,502.513951679901,1735.529333990842,2426.2700646153576
d4c363bf-Audio_SP13,e,480.5955753876815,2113.211700758968,2732.192218948029
dbeec025-Audio_SP13,e,557.8579520393638,1668.941175297129,2630.560311125774
e90f8e4d-Audio_SP22,e,476.3367008471332,1965.6718614740776,2650.769368161251
f061152e-Audio_SP12,e,584.8135835661226,1907.247958975861,2926.4434815472773
fcd45f4d-Audio_SP21,e,456.6498201487687,1807.510445204089,2432.652113005889
