pair,centroid_distance_H1,centroid_distance_H2
i-e,278.0694816856261,249.68037222974
i-a,705.5927633258559,708.4654025728046
i-o,1016.6865191385389,1058.0166835951939
i-u,1177.3566840151486,1161.7305792086208
e-a,427.6336879606091,459.5384063413841
e-o,757.8349860851042,830.3488564389737
e-u,926.87275158467,938.6048087378916
a-o,424.25279762718003,439.58938572739413
a-u,603.9660935852822,553.5282157658909
o-u,180.1603622448254,114.10404661425704
