half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,1134,5,66,168141.11096189742,649.8426127252841,180.1603622448254,3.378900358640533,0.8677959778974909,190.9675091063597,0.14824055516258947
H2,889,5,42,147421.35761168256,651.3606757232152,114.10404661425704,3.3299392837081028,0.6572051779334315,193.3914236457092,0.13483026086549232
