vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,350.57477495486853,2041.4028078682104,357.32986683754444,2046.722239040208,6.755091882675913,5.319431171997621,8.5981169064519
e,473.19279714389364,1791.8282553205509,479.8065722476223,1829.1452528751392,6.613775103728642,37.3169975545884,37.89855310710235
a,675.5306200431921,1415.0923046824896,665.5855195593831,1408.8337854625631,-9.945100483809028,-6.258519219926484,11.750493030475265
o,488.7791405964075,1034.1535678507962,506.0598661220639,999.2115278402703,17.280725525656408,-34.94204001052594,38.98165767114411
u,423.34262825332314,866.2970250037565,471.14550381448566,890.5804054194663,47.80287556116252,24.283380415709757,53.61713789759824
