half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,183,350.57477495486853,2041.4028078682104,364.29334729605785,2029.9755274110655,82.9999235764407,223.8111669166403,98.91617248474853,280.53776484556715,194.03718274664146,168.1093992838163
H1,e,270,473.19279714389364,1791.8282553205509,483.796028752344,1816.9409256829385,66.06258388770924,180.94772034583434,65.54257870263802,202.72323266451758,148.70344685245803,112.34070841687324
H1,a,313,675.5306200431921,1415.0923046824896,672.9149888562582,1422.74447267504,91.6968740175087,213.58314174058955,121.39121302599074,295.029528457336,198.35362905741684,186.44095752022452
H1,o,302,488.7791405964075,1034.1535678507962,503.37688911571735,1051.4647240067284,58.283615476560186,229.6112567396616,60.02548266240342,273.7948958063316,189.4155754745077,154.11034713691225
H1,u,66,423.34262825332314,866.2970250037565,444.1768611166018,931.2486075865481,97.74457716784421,294.1349773196639,88.751524567513,267.47890576407747,224.3277114007745,145.4405611204279
H2,i,130,357.32986683754444,2046.722239040208,376.19394470056847,2101.280620163738,96.81174485657611,291.0605750665464,83.41561280921763,374.50068335099445,251.85145224187195,193.59074821758455
H2,e,229,479.8065722476223,1829.1452528751392,484.7435686982522,1841.312129102023,60.2985624783178,210.0430639239304,63.70930455430414,241.9084239024578,170.89684531544705,132.53398470556058
H2,a,266,665.5855195593831,1408.8337854625631,670.5883450844309,1403.4322894466566,88.41254460522507,217.88615576369168,114.25408756821128,276.3041549468214,197.19483017846647,166.11187054038908
H2,o,222,506.0598661220639,999.2115278402703,513.686171267427,1010.9122802998824,66.13503835061155,204.63994606913963,75.33707846175986,243.6199648088177,167.24032286763756,142.77387571267684
H2,u,42,471.14550381448566,890.5804054194663,468.10791586167426,926.3006686471997,91.81648614848167,228.37014531216863,90.64429779288292,202.6098590374337,179.77366762512298,123.06149915728291
