half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,244,415.2774792812505,2755.126453021351,428.12929056565525,2657.654386550939,90.44668282129619,399.17915189881666,85.75218992344156,464.2695266918149,297.48454529525577,211.90243238064335
H1,e,409,534.1626853499852,2134.8059512561613,545.4796935504604,2195.0037837562654,88.48524283137839,379.50829364830946,106.54931991977088,466.8951058982632,314.7551936224412,246.3546883010547
H1,a,378,730.5324572882237,1735.524426792248,696.7710700234946,1580.1861713757496,145.83447416275152,417.22762294764107,182.32907077668187,431.6248870284246,343.44177079376925,195.18569612965632
H1,o,302,515.6214479204923,967.1408882419722,507.6762694940789,1016.9100955684484,104.37214671437395,272.7486765753537,120.40731489934711,446.89009576847525,256.3906770948758,231.63586453852184
H1,u,58,444.9605727389171,981.9333036781109,458.53823436152885,1131.1007880330328,54.75512617385494,452.4919814216497,74.32719329469808,335.7581389714503,288.53691174394106,170.03302245740082
H2,i,264,402.2273128840799,2862.1620002328405,410.4507418866939,2668.459252853306,86.54870181218992,414.4928283825654,68.95905380370186,665.1831859894119,332.3306129650114,186.682674450734
H2,e,426,491.4202579883835,2025.209345661864,501.3623572198025,2092.869402279617,72.03059545264216,326.27378139776806,79.19258741034537,242.40033839899183,235.78702063004764,145.8759769881854
H2,a,347,706.8996845970757,1803.8579683406629,695.4182156385881,1717.8108159452486,149.12527592197844,294.67720076526,174.4405238866957,196.4186631890691,232.58486649303467,149.72716696368767
H2,o,335,481.4928844796499,1069.4126423353125,478.97297174151214,1044.0476921542486,93.86351771954241,329.8573924605838,128.06865144225344,532.737469373359,303.9926833643326,298.5608054303925
H2,u,52,431.4388579835637,838.8733818991068,427.3819157820196,972.3852796679334,53.50453613484845,307.3437658113288,79.8546319603737,413.0508556192208,239.1146403112303,122.09857739932676
