pair,centroid_distance_H1,centroid_distance_H2
i-e,631.6100198162014,841.6918245116698
i-a,1067.227245270973,1101.2868282170914
i-o,1790.7990651945593,1794.50084733398
i-u,1773.4415780946988,2023.4994804659398
e-a,444.95710254956305,308.91392900548135
e-o,1167.8122609689224,955.8482572221837
e-u,1156.3184502670108,1187.8513321386008
a-o,797.8721728839153,768.2565733075654
a-u,805.8851543994772,1003.530726519313
o-u,72.19262314018975,235.91048338499834
