half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,631.6100198162014,306.2416420098886,2.0624563520195816,True
H1,i,a,i-a,1067.227245270973,321.2859354340655,3.321736582801615,False
H1,i,o,i-o,1790.7990651945593,277.69878824969146,6.448710404830328,False
H1,i,u,i-u,1773.4415780946988,293.04488063115514,6.0517746437852455,True
H1,e,a,e-a,444.95710254956305,329.41089981834267,1.3507661792458587,True
H1,e,o,e-o,1167.8122609689224,287.06010800307075,4.068180246613821,False
H1,e,u,e-u,1156.3184502670108,301.93077132931586,3.8297469488653557,False
H1,a,o,a-o,797.8721728839153,303.0581043522255,2.6327366317734184,True
H1,a,u,a-u,805.8851543994772,317.1796016176724,2.5407849379005443,False
H1,o,u,o-u,72.19262314018975,272.9374733706419,0.26450242338894253,True
H2,i,e,i-e,841.6918245116698,288.13118141854653,2.921210472146044,True
H2,i,a,i-a,1101.2868282170914,286.8269133425967,3.8395519283145987,False
H2,i,o,i-o,1794.50084733398,318.47699120403314,5.634632632485303,False
H2,i,u,i-u,2023.4994804659398,289.4990911254034,6.989657454880964,True
H2,e,a,e-a,308.91392900548135,234.19141660101172,1.3190659738472534,True
H2,e,o,e-o,955.8482572221837,272.0359081414087,3.5136841446876868,False
H2,e,u,e-u,1187.8513321386008,237.45665952839008,5.002392160732736,False
H2,a,o,a-o,768.2565733075654,270.65408888526895,2.8385182594940646,True
H2,a,u,a-u,1003.530726519313,235.87235036429323,4.254550077486442,False
H2,o,u,o-u,235.91048338499834,273.484334789231,0.8626105899879417,True
