F1,F2,F3,B1,B2,B3,max_formant,smooth_error,time,rel_time,prop_time,id,label,file_name,group,speaker_num,point_heuristic,f0,intensity,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context,B1_Hz,B2_Hz,B3_Hz,_source_file,_audio_id,_token_time,_audio_duration,_split_time,_time_basis,_split_basis,half
384.6705050355757,2023.367018778702,2624.2403136983257,1.7488898454079014,3.754664659728181,3.2484099401253883,6230.769230769231,0.0001103992337109,9.71775,0.035,0.3365384615384615,0-0-0-4,e,5278b5b9-Audio_SP15.v0,group_0,1,fave,131.35866632288702,79.50695561445211,7,Desde,,0.08,#,qué,d,#,d,k,final,5.748217722217901,42.7198917081943,25.74936431799938,5278b5b9-Audio_SP15.csv,5278b5b9-Audio_SP15,9.71775,2292.768,1146.384,time column: time,audio_duration,H1
391.4835702875627,1579.0279542191165,2464.844547748007,2.496580555674904,3.568208053112533,3.194494672707614,6230.769230769231,6.79772029077e-05,44.55575,0.031,0.3297872340425531,0-0-16-2,e,5278b5b9-Audio_SP15.v0,group_0,1,fave,102.16081118814309,75.30767813337341,7,pues,,0.0700000000000002,Bueno,actualmente,u,s,u,s,internal,12.14090774226426,35.45300629222954,24.397841681429764,5278b5b9-Audio_SP15.csv,5278b5b9-Audio_SP15,44.55575,2292.768,1146.384,time column: time,audio_duration,H1
378.2461921559752,1850.1428340526863,2633.6893136703625,2.328116871258536,2.87219810163244,3.282598220327936,6230.769230769231,1.41306359749e-05,46.49375,0.027,0.3214285714285714,0-0-18-10,e,5278b5b9-Audio_SP15.v0,group_0,1,fave,169.70176017422654,74.63359233719504,7,actualmente,,0.0600000000000022,pues,estoy,t,#,t,s,final,10.258605058189474,17.67582879752622,26.64491219365721,5278b5b9-Audio_SP15.csv,5278b5b9-Audio_SP15,46.49375,2292.768,1146.384,time column: time,audio_duration,H1
387.9036475059447,2065.987180909232,2367.39171335452,2.2272972239274376,3.429972469109708,3.650528089629281,6230.769230769231,4.01033809464e-05,50.84775,0.035,0.3365384615384615,0-0-26-8,e,5278b5b9-Audio_SP15.v0,group_0,1,fave,145.43516171571358,78.19370627878315,7,Microworkers,,0.0799999999999983,de,[silence],k,R,k,R,internal,9.274764561138053,30.875792699914275,38.49498948698876,5278b5b9-Audio_SP15.csv,5278b5b9-Audio_SP15,50.84775,2292.768,1146.384,time column: time,audio_duration,H1
407.8668888404382,1888.1262764557769,2613.169957220913,2.707646831629145,2.9014019188668985,3.958085807060751,6230.769230769231,6.69717217075e-05,60.755750000000006,0.031,0.3297872340425531,0-0-48-0,e,5278b5b9-Audio_SP15.v0,group_0,1,fave,111.95945317864307,71.5401672813726,7,en,,0.0700000000000002,pues,mi,#,n,s,n,initial,14.993950678041951,18.199641914594224,52.35700855021509,5278b5b9-Audio_SP15.csv,5278b5b9-Audio_SP15,60.755750000000006,2292.768,1146.384,time column: time,audio_duration,H1
412.8951617668945,1779.774972919168,2645.3826135915792,2.51622489473487,3.2459012635011257,3.206783886825448,6051.282051282051,0.0001187551794612,64.51375,0.027,0.3214285714285714,0-0-60-1,e,5278b5b9-Audio_SP15.v0,group_0,1,fave,97.58524222796667,80.21112549854143,7,de,,0.0600000000000022,algo,dinero,d,#,d,d,final,12.381765854109505,25.684848448208072,24.6995218914578,5278b5b9-Audio_SP15.csv,5278b5b9-Audio_SP15,64.51375,2292.768,1146.384,time column: time,audio_duration,H1
337.06728795123746,2136.43225999452,2647.820657712291,1.830027537146502,3.355398805076004,3.3053220230697846,6230.769230769231,5.18551374709e-05,73.65375,0.027,0.3214285714285714,0-0-71-0,e,5278b5b9-Audio_SP15.v0,group_0,1,fave,108.32034333143284,78.90336328543145,7,estudiando,,0.0600000000000022,estoy,nada,#,s,y,s,initial,6.234058324338492,28.657030481342986,27.257317660783656,5278b5b9-Audio_SP15.csv,5278b5b9-Audio_SP15,73.65375,2292.768,1146.384,time column: time,audio_duration,H1
363.9410785689514,2243.409775166104,2806.213661242193,2.6577492204290376,3.4309423598165023,4.016787380275065,6410.25641025641,0.0003228532108626,80.50375,0.027,0.3214285714285714,0-0-80-3,e,5278b5b9-Audio_SP15.v0,group_0,1,fave,111.98673965461276,71.5321862968186,7,Ingeniería,,0.0600000000000022,%%,electrónica,x,n,x,n,internal,14.264147488642486,30.90575337125855,55.522446491428944,5278b5b9-Audio_SP15.csv,5278b5b9-Audio_SP15,80.50375,2292.768,1146.384,time column: time,audio_duration,H1
392.8578915569953,2058.301521542908,2699.2597361779945,2.453308440886575,3.6147305153393288,4.147477601505591,5871.794871794871,0.0022926005331467,80.88374999999999,0.047,0.3263888888888889,0-0-81-2,e,5278b5b9-Audio_SP15.v0,group_0,1,fave,105.6822258739312,71.2683531247924,7,electrónica,,0.1200000000000045,Ingeniería,.,l,k,l,k,internal,11.626749571070588,37.1413355566773,63.27419610093964,5278b5b9-Audio_SP15.csv,5278b5b9-Audio_SP15,80.88374999999999,2292.768,1146.384,time column: time,audio_duration,H1
368.2727589691047,1988.8837755958616,2624.2084253466264,1.9435488059559107,2.880401190651302,3.896167424443215,6230.769230769231,0.0001113305367824,92.12775,0.035,0.3365384615384615,0-0-95-3,e,5278b5b9-Audio_SP15.v0,group_0,1,fave,120.51174529856992,75.34640573873816,7,miré,,0.0799999999999983,que,en,R,#,R,e,final,6.983490098746399,17.821421533302054,49.21347285084714,5278b5b9-Audio_SP15.csv,5278b5b9-Audio_SP15,92.12775,2292.768,1146.384,time column: time,audio_duration,H1
