half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,275.6356955440108,218.01149672081078,193.87490004531375,1.4217193431413109,0.703373703694911,0.1255864857266365,0.29972662276248674,390
H1,e,i,275.6356955440108,166.2706860294763,193.87490004531375,1.4217193431413109,0.703373703694911,0.16618912266438648,0.28937339366520326,425
H1,a,e,392.8179614535203,153.12896837517852,159.8349492263177,2.4576474879552856,0.40689317931107377,0.3318476254567794,0.5009596987372346,468
H1,o,u,160.74697989823133,196.4165965847092,204.28209019964424,0.7868872877751242,1.2708300356807631,0.02859350478622586,0.06513007368212914,359
H1,u,o,160.74697989823133,211.85576541305358,204.28209019964424,0.7868872877751242,1.2708300356807631,0.0034059793463912746,0.11872911359250524,90
H2,i,e,277.552485361808,191.98863208411123,174.42805654448685,1.591214686789908,0.6284507102039038,0.0649499332228076,0.21225071199846401,226
H2,e,i,277.552485361808,154.8891828703515,174.42805654448685,1.591214686789908,0.6284507102039038,0.19300407893969768,0.2775896775447603,330
H2,a,e,401.6777662733075,152.5702377251987,153.73408276919082,2.612808812710502,0.38272987871722997,0.35321853470292586,0.49839370336334093,349
H2,o,u,192.3399855269367,169.06965179519597,169.72788041212064,1.1332256377674135,0.8824367951735689,0.09545021174272313,0.16488429630285714,355
H2,u,o,192.3399855269367,170.38356616831754,169.72788041212064,1.1332256377674135,0.8824367951735689,0.05719397993054633,0.18621647015352596,47
