half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,1732,5,90,162220.19776332902,699.7228881449306,160.74697989823133,3.640012763251266,0.7868872877751242,189.13670262464566,0.1648477231012618
H2,1307,5,47,160951.61129019235,673.3825278938824,192.3399855269367,3.973679881221733,1.1332256377674135,167.780254128635,0.1838553404161752
