vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,353.8013209548418,2084.873749805549,370.17393153153165,2084.226541652567,16.37261057668985,-0.6472081529818752,16.385397629878337
e,448.944851173384,1846.9349685296625,444.8407638263537,1830.4868552628056,-4.104087347030315,-16.448113266856808,16.952402867776748
a,660.5608833076259,1516.272947628598,655.6144654528354,1510.5450058664412,-4.946417854790525,-5.727941762156888,7.568115117045423
o,503.4754075411108,1165.3811688049743,515.6254874566437,1151.4513546049434,12.150079915532842,-13.929814200030933,18.48415985651547
u,408.4626055963616,907.0804401166549,430.5803289805,929.2423475080894,22.1177233841384,22.16190739143451,31.310442777510865
