half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,256.2560340313975,186.9002353138024,166.2920126828666,1.541000255496938,0.648929159117837,0.100049732553391,0.28199888666334727,226
H1,e,i,256.2560340313975,142.73881393609318,166.2920126828666,1.541000255496938,0.648929159117837,0.2236800484214131,0.331501665334315,302
H1,a,o,384.4488095218911,148.42922786342655,183.22090228271105,2.098280298438243,0.47658075079116136,0.31322410824681524,0.4279205809658503,393
H1,o,u,275.2211819143086,212.38776420135062,222.86317734548268,1.2349334026036096,0.8097602655266272,-0.02352866397435844,-0.03206413957633213,251
H1,u,o,275.2211819143086,232.8678364450523,222.86317734548268,1.2349334026036096,0.8097602655266272,0.0523789704426442,0.2118966530402518,66
H2,i,e,264.4975695429308,185.81255987632082,159.94447706534694,1.6536836682073595,0.6047105738693233,0.10362527591144768,0.24877800411301662,184
H2,e,i,264.4975695429308,128.98900759221024,159.94447706534694,1.6536836682073595,0.6047105738693233,0.2913833841320731,0.3743544561867916,267
H2,a,e,383.12966511677877,151.458080085711,140.67287247879906,2.723550449817683,0.36716779014207024,0.2983204730134345,0.43336544859491977,363
H2,o,u,237.92755581311317,214.69319543299127,222.78257469737989,1.0679809950859294,0.9363462501685625,-0.02649583026168389,-0.010713856970278773,276
H2,u,o,237.92755581311317,230.58834101566958,222.78257469737989,1.0679809950859294,0.9363462501685625,0.036340462444062686,0.1522282111844662,66
