pair,centroid_distance_H1,centroid_distance_H2
i-e,256.2560340313975,264.4975695429308
i-a,646.071436708932,640.7704759952716
i-o,931.5948361334621,944.0475118831495
i-u,1179.0610401444787,1156.562761624431
e-a,392.5795678873474,383.12966511677877
e-o,683.7317920770791,682.7149392338579
e-u,940.7259679552782,901.3573224643119
a-o,384.4488095218911,385.4155735524091
a-u,659.2943597769321,623.3403108995409
o-u,275.2211819143086,237.92755581311317
