half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,256.2560340313975,166.2920126828666,1.541000255496938,True
H1,i,u,i-u,1179.0610401444787,211.1387307091647,5.584295388081067,True
H1,e,a,e-a,392.5795678873474,145.61182075644757,2.696069356511802,True
H1,a,o,a-o,384.4488095218911,183.22090228271105,2.098280298438243,True
H1,o,u,o-u,275.2211819143086,222.86317734548268,1.2349334026036096,True
H2,i,e,i-e,264.4975695429308,159.94447706534694,1.6536836682073595,True
H2,i,u,i-u,1156.562761624431,209.4006810162637,5.523204394615141,True
H2,e,a,e-a,383.12966511677877,140.67287247879906,2.723550449817683,True
H2,a,o,a-o,385.4155735524091,185.78578819231333,2.0745159105143824,True
H2,o,u,o-u,237.92755581311317,222.78257469737989,1.0679809950859294,True
