center_f1,center_f2,cov_00_f2,cov_01,cov_11_f1,det_cov,region_level,chi2_q,width_f2_axis,height_f1_axis,angle_degrees,ellipse_area_analytic,raw_n_tokens,filtered_n_tokens,removed_outliers,removed_outliers_percent,audio,half,vowel
383.4598306256993,2132.677307454669,91279.38885571159,-6759.405352128581,6460.000780345134,543975362.5229381,0.8,3.218875824868201,1087.2719111633196,276.194903904414,175.47208384859138,235854.25245662185,419,415,4,0.9546539379474941,5a932187-audio_SP16,H1,i
548.9786367896793,1821.112975783495,26429.002338271355,-3219.5170828585237,9459.490039686698,239639594.13091716,0.8,3.218875824868201,589.8194020477534,337.92820982204785,169.610444983548,156542.9030825199,560,555,5,0.8928571428571428,5a932187-audio_SP16,H1,e
734.1519860275398,1662.8504528337444,13958.099439599087,-4994.717969360598,18033.232096542917,226762439.22746274,0.8,3.218875824868201,524.7924028549413,369.45558414221017,123.90364018538804,152278.87364313344,596,584,12,2.013422818791946,5a932187-audio_SP16,H1,a
574.1198862330363,1390.3288609819597,61734.22425501694,10779.390137962097,12947.421534605559,683103772.7951808,0.8,3.218875824868201,907.8315568769616,370.68266902122065,-168.0797353201176,264300.1671730505,452,451,1,0.22123893805309736,5a932187-audio_SP16,H1,o
490.2829469606544,1199.5046661844838,81158.17606584601,6032.55630468031,12413.17566118491,971038960.2775816,0.8,3.218875824868201,1025.532355473257,391.230923848039,-175.0228325426872,315117.4282379933,131,131,0,0.0,5a932187-audio_SP16,H1,u
384.7938340976708,2116.407375072737,85202.30472234104,-5492.791134666881,5712.88522126285,456580233.016721,0.8,3.218875824868201,1049.707781411173,262.0923534479814,176.0657310865245,216079.043413578,389,381,8,2.056555269922879,5a932187-audio_SP16,H2,i
534.3991450278668,1818.747744552589,30081.776281614744,-1883.4343391151767,8829.192228213522,262050460.44673246,0.8,3.218875824868201,624.0596731496692,333.9877659171131,174.97455728849394,163699.20090533746,481,472,9,1.8711018711018712,5a932187-audio_SP16,H2,e
735.06684624091,1659.3639537965937,15420.824613357643,-2716.1038833671137,16980.050782729773,254469164.74114046,0.8,3.218875824868201,494.9465555849125,414.97648750593305,126.99237107748056,161313.85801601782,559,551,8,1.4311270125223614,5a932187-audio_SP16,H2,a
567.1201394845359,1351.757172869054,83286.55659296142,12275.477982084782,16508.377836735148,1224238585.268586,0.8,3.218875824868201,1049.0423338383737,429.4417182053565,-169.90703993636103,353823.86933906813,446,444,2,0.4484304932735426,5a932187-audio_SP16,H2,o
470.92044370516095,1150.0860958012834,106411.57144232017,21308.150281790695,14420.533472509647,1080474359.4149523,0.8,3.218875824868201,1196.0623979754134,353.84870448037356,-167.57166223050746,332400.23980665865,81,80,1,1.2345679012345678,5a932187-audio_SP16,H2,u
