n_audios,hungarian_correct,hungarian_accuracy,row_top1_accuracy,row_top3_accuracy,row_top5_accuracy,mean_true_match_rank,median_true_match_rank,mean_reciprocal_rank,mean_true_cost,mean_false_cost,median_true_cost,median_false_cost,weight_centroids,weight_geometry,weight_ellipse,weight_overlap,n_features_centroids,n_features_geometry,n_features_ellipse,n_features_overlap
43,34,0.7906976744186046,0.5813953488372093,0.7906976744186046,0.8604651162790697,2.86046511627907,1.0,0.700036333175868,0.47818282475261736,1.0551642104663812,0.44866020801741874,1.0104740603159406,1.0,0.0,0.0,0.0,10,10,30,20
