audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
061ea7d0-Audio_SP16,H1,i,161630.09517406806,43272.979595332596,26.772847933257495,118357.11557873547,73.2271520667425
061ea7d0-Audio_SP16,H1,e,86116.90698504575,46988.87816185814,54.56405693950177,39128.028823187604,45.435943060498225
061ea7d0-Audio_SP16,H1,a,118165.5744155125,3715.89856652555,3.1446540880503147,114449.67584898695,96.85534591194968
061ea7d0-Audio_SP16,H1,o,114273.45797882181,67629.35391076501,59.18203151190078,46644.1040680568,40.817968488099226
061ea7d0-Audio_SP16,H1,u,119284.17480873462,67629.35391076501,56.695998458475174,51654.82089796961,43.30400154152482
061ea7d0-Audio_SP16,H2,i,126452.64751737815,31776.99151312989,25.129558089135966,94675.65600424826,74.87044191086405
061ea7d0-Audio_SP16,H2,e,77238.22552825816,34314.86147649572,44.42730428075588,42923.364051762444,55.57269571924412
061ea7d0-Audio_SP16,H2,a,115794.78515948738,2537.8699633658293,2.1916962494212067,113256.91519612155,97.8083037505788
061ea7d0-Audio_SP16,H2,o,115067.97732960327,43983.788590445816,38.22417809992234,71084.18873915746,61.775821900077666
061ea7d0-Audio_SP16,H2,u,92036.50953999694,43983.788590445816,47.789500938572075,48052.72094955113,52.21049906142793
