half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,2498,5,149,208225.81143781,774.9196819847015,190.56360798150115,3.8371088318360647,0.893345403224348,199.371940939725,0.20259229850607582
H2,2654,5,118,213421.9754287069,809.8713920826895,253.67617169123187,3.77901540784323,1.1636010192569968,212.1935483972979,0.1630258415567715
