pair,centroid_distance_H1,centroid_distance_H2
i-e,265.7994365197465,284.7064206435477
i-a,814.9616185491151,826.5972878331013
i-o,1223.07550585293,1244.8932946166824
i-u,1389.0799593679899,1482.0846259304542
e-a,549.1967493964922,541.970459980077
e-o,971.0439989534082,973.5167681982444
e-u,1143.9938820838674,1217.009075251118
a-o,505.55950553789523,510.5880822681671
a-u,695.9225556040694,763.6717344142711
o-u,190.56360798150115,253.67617169123187
