pair,centroid_distance_H1,centroid_distance_H2
i-e,226.67850214807538,225.4791353971929
i-a,646.5425780520129,569.4711264863894
i-o,927.4204645921723,891.2554350366427
i-u,1149.82902879783,1060.929258630166
e-a,420.79672964962646,344.047901116114
e-o,715.819303833539,680.7883176189416
e-u,950.6720691839477,864.7381257481366
a-o,339.5189912625564,400.3067399546881
a-u,597.3627922450722,613.796600276
o-u,258.91864162462554,218.55828842195
