half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,226.67850214807538,200.16197017337112,183.6457030201467,1.2343251076405954,0.8101593282109393,0.11395241629779293,0.23204320218492752,152
H1,e,i,226.67850214807538,165.489196541171,183.6457030201467,1.2343251076405954,0.8101593282109393,0.16594030903399312,0.2646881917915765,229
H1,a,o,339.5189912625564,175.14681709219502,192.68502245905603,1.7620414235086768,0.5675235477771818,0.23372454563122408,0.36499605200673874,245
H1,o,u,258.91864162462554,208.75494777984795,223.57044323284035,1.1581076544853084,0.8634775844257973,-0.030356241906811705,-0.0023249652154456813,225
H1,u,o,258.91864162462554,237.46338233944692,223.57044323284035,1.1581076544853084,0.8634775844257973,0.048025797497510625,0.19531263923687267,34
H2,i,e,225.4791353971929,196.88494604514443,170.87703508978217,1.319540307325216,0.7578396767788453,0.013593611784397407,0.15533496713021505,140
H2,e,i,225.4791353971929,140.12223329275716,170.87703508978217,1.319540307325216,0.7578396767788453,0.23253557875385625,0.33528605580054205,235
H2,a,e,344.047901116114,156.08583763355622,148.3189619919158,2.319648792680106,0.43109974370068627,0.26193137451520876,0.368792842601534,209
H2,o,u,218.55828842195,202.47158637385724,202.12135803981107,1.081322085610079,0.9247938364597471,-0.032882640600592046,0.004615914646968301,249
H2,u,o,218.55828842195,201.77052178890912,202.12135803981107,1.081322085610079,0.9247938364597471,0.0950780580506982,0.2115218927464071,38
