vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,370.1671155863947,2058.842457928986,336.69031883117793,1991.8003188577313,-33.47679675521675,-67.0421390712545,74.93560123358937
e,471.2276792504286,1855.938771890504,439.3728118060976,1791.058828039512,-31.854867444330978,-64.87994385099205,72.27821036802017
a,615.3443196932155,1460.590467693679,604.761876545411,1489.3712155542485,-10.582443147804497,28.780747860569363,30.664630282952743
o,501.41756683937865,1140.7563850631304,473.6774660547503,1111.135358740717,-27.74010078462834,-29.6210263224134,40.58224232265198
u,385.7331206556486,909.1187976730332,349.9742507329488,930.9542277725152,-35.75886992269977,21.835430099481982,41.89848190302276
