vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,479.9200182597631,2615.2503170572536,455.99514129426785,2692.7678934698956,-23.92487696549523,77.51757641264203,81.12567035595995
e,584.5018848406846,2264.9262397749053,552.1140586607701,2158.886098691172,-32.387826179914555,-106.04014108373349,110.87597939012066
a,803.888282993299,1630.299462548944,772.7191240990917,1745.112425933732,-31.16915889420727,114.81296338478819,118.96862202853765
o,603.111901639789,1202.289534620621,564.3111727942153,1164.2196267473605,-38.80072884557376,-38.06990787326049,54.358204941170385
u,499.69998459172336,880.4956213387388,496.5988155846634,869.4017092769926,-3.1011690070599798,-11.09391206174621,11.519207179494057
