vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,408.4377181223351,1967.03079974248,446.31347913524553,2013.376535686734,37.8757610129104,46.3457359442541,59.853993288014046
e,550.1051738926066,1664.9950075041768,572.0316312724096,1671.4957125635221,21.926457379803082,6.500705059345364,22.86982071414027
a,643.6126264583415,1364.9111870905126,653.4369353240427,1394.0900918994557,9.824308865701141,29.178904808943116,30.78839928508882
o,552.8282565945995,1105.550425140389,580.8495500678929,1085.407250696364,28.02129347329344,-20.143174444025135,34.510003833654736
u,464.1228532729217,999.8010771702782,498.91568731472364,966.4024179566924,34.79283404180194,-33.3986592135858,48.228743897447835
