audio,half,vowel_raw,vowel_norm,f1,f2,token_time
dbeec025-Audio_SP13,H1,o,o,509.5931584147529,1484.7237438069494,34.77775
dbeec025-Audio_SP13,H1,o,o,656.5379909057365,1016.7378959081155,56.16575
dbeec025-Audio_SP13,H1,o,o,516.2647298641558,1244.7387874940512,72.26774999999999
dbeec025-Audio_SP13,H1,o,o,617.2803183490644,1147.912496757999,83.71775000000001
dbeec025-Audio_SP13,H1,o,o,577.2857760132026,1016.895928776534,89.89274999999999
dbeec025-Audio_SP13,H1,o,o,596.5966913116936,1025.0960819142388,93.20775
dbeec025-Audio_SP13,H1,o,o,539.4966083692965,1218.3184032048482,100.06575
dbeec025-Audio_SP13,H1,o,o,623.8091510317169,1145.237439592134,103.15275
dbeec025-Audio_SP13,H1,o,o,528.085783226496,1095.4604894016277,104.33275
dbeec025-Audio_SP13,H1,o,o,506.681726298363,1133.4842823091185,106.33575
dbeec025-Audio_SP13,H1,o,o,507.9173212277845,1092.7801877325603,121.46775
dbeec025-Audio_SP13,H1,o,o,657.4400671171717,1346.907825755684,121.91275
dbeec025-Audio_SP13,H1,o,o,600.8906165316155,981.4227919400948,124.35075
dbeec025-Audio_SP13,H1,o,o,604.9289003801827,868.4100002247284,126.89775
dbeec025-Audio_SP13,H1,o,o,577.6330951642486,1129.449298204732,140.48274999999998
dbeec025-Audio_SP13,H1,o,o,587.309553304801,1134.462283469118,141.31375
dbeec025-Audio_SP13,H1,o,o,534.6153661166766,1007.7257519558116,148.96075000000002
dbeec025-Audio_SP13,H1,o,o,553.0232677710906,1087.413040663777,149.46575
dbeec025-Audio_SP13,H1,o,o,477.3531460350408,791.923618213907,152.30575
dbeec025-Audio_SP13,H1,o,o,522.7076753887524,1193.8090398069703,152.86775
dbeec025-Audio_SP13,H1,o,o,565.9609278983877,1128.6615578315684,153.40375
dbeec025-Audio_SP13,H1,o,o,542.4648411234992,1096.9052333943775,153.96375
dbeec025-Audio_SP13,H1,o,o,507.8119190156671,864.3935643705803,160.99075000000002
dbeec025-Audio_SP13,H1,o,o,556.4659395219778,1302.050977991461,163.97375000000002
dbeec025-Audio_SP13,H1,o,o,680.2721334590406,1104.5128947426465,180.07375000000002
dbeec025-Audio_SP13,H1,o,o,600.6339721070319,843.4423999561975,180.76075
dbeec025-Audio_SP13,H1,o,o,536.4843921678635,1642.0570872658084,184.77075
dbeec025-Audio_SP13,H1,o,o,675.3233746924303,1304.010953358384,186.33575
