half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,333.6094840040392,185.07891185697912,1.8025256397759568,True
H1,i,a,i-a,646.417253367362,182.30181778854606,3.5458629058605915,False
H1,i,o,i-o,873.4970311482858,181.16840450588884,4.821464501664212,False
H1,i,u,i-u,968.8313426514635,217.84662674462035,4.447309362229491,True
H1,e,a,e-a,314.31503775574186,154.44731968523544,2.035095451292504,True
H1,e,o,e-o,559.4512095934682,153.10784623968306,3.653968253969649,False
H1,e,u,e-u,670.7279063914114,195.13373509712517,3.4372729351875813,False
H1,a,o,a-o,274.7904777296793,149.73897867622588,1.8351299051120609,True
H1,a,u,a-u,406.84391484219,192.50174993438324,2.113455669784135,False
H1,o,u,o-u,138.02743631092014,191.4287380463052,0.721038218815047,True
H2,i,e,i-e,364.2630244702145,232.9801737913315,1.5634936593208413,True
H2,i,a,i-a,653.0052262901779,225.117865993505,2.900725908218311,False
H2,i,o,i-o,937.6710234765353,238.0540714388839,3.9388993341257152,False
H2,i,u,i-u,1048.2947083248853,256.2343173288799,4.09115656034233,True
H2,e,a,e-a,289.1032720391707,165.23495099123477,1.7496496371067811,True
H2,e,o,e-o,586.1547925468964,182.46719258057138,3.2123845621621547,False
H2,e,u,e-u,708.8741040271799,205.6223743093227,3.44745607771654,False
H2,a,o,a-o,317.10254642865596,172.315317304835,1.8402458434248457,True
H2,a,u,a-u,454.74560198964974,196.6694003301832,2.3122336328182675,False
H2,o,u,o-u,144.48289892251046,211.35406399072016,0.6836059652434893,True
