half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,333.6094840040392,185.07891185697912,1.8025256397759568,True
H1,i,u,i-u,968.8313426514635,217.84662674462035,4.447309362229491,True
H1,e,a,e-a,314.31503775574186,154.44731968523544,2.035095451292504,True
H1,a,o,a-o,274.7904777296793,149.73897867622588,1.8351299051120609,True
H1,o,u,o-u,138.02743631092014,191.4287380463052,0.721038218815047,True
H2,i,e,i-e,364.2630244702145,232.9801737913315,1.5634936593208413,True
H2,i,u,i-u,1048.2947083248853,256.2343173288799,4.09115656034233,True
H2,e,a,e-a,289.1032720391707,165.23495099123477,1.7496496371067811,True
H2,a,o,a-o,317.10254642865596,172.315317304835,1.8402458434248457,True
H2,o,u,o-u,144.48289892251046,211.35406399072016,0.6836059652434893,True
