half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,1829,5,111,134553.03486190116,752.2916393986582,148.21586943776546,3.537986881112963,0.6750377874449535,219.06014719006544,-0.021475800055405336
H2,1725,5,90,128553.91267631232,786.2884350714282,134.52716179101708,4.107505397853528,0.7827385320245653,191.2578434513942,0.0010972641983177127
