pair,centroid_distance_H1,centroid_distance_H2
i-e,148.21586943776546,159.66784716177557
i-a,775.3777355296404,926.9104432639233
i-o,1045.5033004102702,1125.5397530273092
i-u,1208.0320340738185,1249.8256593895921
e-a,890.6108238731706,1050.5981158230086
e-o,1170.2059141319307,1256.8244979406559
e-u,1337.3617361163576,1384.4359330566283
a-o,294.3548456376621,220.01827025436813
a-u,473.32915283029115,354.5366690060044
o-u,179.92498194567497,134.52716179101708
