h1_audio,predicted_h2_audio,true_h2_audio,is_correct,assigned_cost,true_match_cost,true_match_rank,predicted_match_rank_for_this_h1,best_candidate_cost_for_this_h1,second_best_candidate_cost_for_this_h1,margin_best_to_second,centroids_distance_assigned,centroids_distance_true,geometry_distance_assigned,geometry_distance_true,ellipse_distance_assigned,ellipse_distance_true,overlap_distance_assigned,overlap_distance_true
061ea7d0-Audio_SP16,a1a056ce-Audio_SP11,061ea7d0-Audio_SP16,False,0.5392621087723499,0.49880995186360316,6,7,0.3045533748261971,0.32744468235931584,0.022891307533118743,0.7260005982806252,0.20967814428288498,1.1901630987568055,0.26412374862196086,0.9604798595065557,0.3471243741963225,0.5392621087723499,0.49880995186360316
0af9ac47-Audio_SP14,7aee4437-Audio_SP12,0af9ac47-Audio_SP14,False,0.4240296010721833,2.045482339221539,43,2,0.3523984289653718,0.4240296010721833,0.07163117210681147,0.5654262787250094,0.2827238708329002,0.6733007681882873,0.25578855654609955,1.3889184291518006,0.8819178210926861,0.4240296010721833,2.045482339221539
0e6115f2-Audio_SP19,0e6115f2-Audio_SP19,0e6115f2-Audio_SP19,True,0.3519688092294734,0.3519688092294734,2,2,0.31076226780579375,0.3519688092294734,0.04120654142367963,0.28644929876290015,0.28644929876290015,0.5898000468283039,0.5898000468283039,0.26326859237987654,0.26326859237987654,0.3519688092294734,0.3519688092294734
0f786745-Audio_SP20,e90f8e4d-Audio_SP22,0f786745-Audio_SP20,False,0.2817612551315874,0.7078409462029293,14,1,0.2817612551315874,0.44163875892581156,0.15987750379422416,1.0010190299210442,0.1597674585113706,1.5552213853659134,0.23249909679185876,1.079929299331961,0.6217624580899144,0.2817612551315874,0.7078409462029293
12c532f8-Audio_SP15,d4c363bf-Audio_SP13,12c532f8-Audio_SP15,False,0.19943881873235098,0.26195868957880036,2,1,0.19943881873235098,0.26195868957880036,0.06251987084644939,0.8448199489849965,0.1473757748937704,0.9691168654996167,0.22139733127207858,1.1841564154005249,0.26657793837826876,0.19943881873235098,0.26195868957880036
181d5ce9-Audio_SP21,adad0062-Audio_SP17,181d5ce9-Audio_SP21,False,0.598751521568071,0.4993810949639579,1,3,0.4993810949639579,0.5741946210430487,0.07481352607909086,0.488820359093246,0.40586068125396535,0.7899762831495767,0.28345044406273345,0.5057654742933644,0.5321064053789347,0.598751521568071,0.4993810949639579
1c403477-Audio_SP13,5819ce7a-Audio_SP11,1c403477-Audio_SP13,False,0.3504112966423738,0.6502018788919334,14,3,0.2623530435652931,0.3291933007064219,0.06684025714112879,0.8762255181451994,0.256113741644046,0.9663366543987933,0.3972452455948257,0.7327918041724804,0.40244063313025813,0.3504112966423738,0.6502018788919334
1d46eb6e-Audio_SP18,1d46eb6e-Audio_SP18,1d46eb6e-Audio_SP18,True,0.12474550204679165,0.12474550204679165,1,1,0.12474550204679165,0.33833346282173665,0.21358796077494502,0.17731173022076716,0.17731173022076716,0.2856160684532883,0.2856160684532883,0.20316071122550086,0.20316071122550086,0.12474550204679165,0.12474550204679165
2988c6fc-Audio_SP13,2988c6fc-Audio_SP13,2988c6fc-Audio_SP13,True,0.29184288190239904,0.29184288190239904,1,1,0.29184288190239904,0.48549566486534584,0.1936527829629468,0.30128445658302905,0.30128445658302905,0.4262084475916584,0.4262084475916584,0.4851078883129156,0.4851078883129156,0.29184288190239904,0.29184288190239904
2e25304d-Audio_SP12,3361ee02-Audio_SP10,2e25304d-Audio_SP12,False,0.36058950978621074,0.6927539879739356,2,1,0.36058950978621074,0.6927539879739356,0.3321644781877249,1.8555119725823004,0.24530156575120238,1.8280022124579551,0.335933101754523,1.4233751411237023,0.5560082810078584,0.36058950978621074,0.6927539879739356
30a90cb2-Audio_SP21,30a90cb2-Audio_SP21,30a90cb2-Audio_SP21,True,1.1009754134264178,1.1009754134264178,10,10,0.9216038839004699,0.9437726824804316,0.02216879857996168,0.3584375661097159,0.3584375661097159,0.5892945344054557,0.5892945344054557,0.350971085913711,0.350971085913711,1.1009754134264178,1.1009754134264178
3361ee02-Audio_SP10,2e25304d-Audio_SP12,3361ee02-Audio_SP10,False,0.7164063115122273,0.5363724740791619,3,6,0.48131229867256997,0.5064216151049591,0.025109316432389117,1.8520563551617295,0.26878565814753363,1.622737337908092,0.49541701696687324,1.2420623209204351,0.9661406192562323,0.7164063115122273,0.5363724740791619
34ad326e-Audio_SP7,34ad326e-Audio_SP7,34ad326e-Audio_SP7,True,2.006397883643092,2.006397883643092,1,1,2.006397883643092,2.3993359036243374,0.39293801998124556,0.36584436573311524,0.36584436573311524,0.6992797319938548,0.6992797319938548,0.4488689003896654,0.4488689003896654,2.006397883643092,2.006397883643092
375a28cd-Audio_SP16,375a28cd-Audio_SP16,375a28cd-Audio_SP16,True,0.6969194629014565,0.6969194629014565,1,1,0.6969194629014565,0.842107666864499,0.14518820396304255,0.3647228101044205,0.3647228101044205,0.5239220543907097,0.5239220543907097,0.7149861535645842,0.7149861535645842,0.6969194629014565,0.6969194629014565
42d56bbf-Audio_SP23,42d56bbf-Audio_SP23,42d56bbf-Audio_SP23,True,0.2095914301048858,0.2095914301048858,1,1,0.2095914301048858,0.30988965942553665,0.10029822932065086,0.08584370481411428,0.08584370481411428,0.06482173512101895,0.06482173512101895,0.1753710866845804,0.1753710866845804,0.2095914301048858,0.2095914301048858
49ae7020-Audio_SP17,49ae7020-Audio_SP17,49ae7020-Audio_SP17,True,0.4729109366270644,0.4729109366270644,2,2,0.4702636468708769,0.4729109366270644,0.0026472897561874986,0.22037616433305365,0.22037616433305365,0.31762453897726,0.31762453897726,0.5502112156999246,0.5502112156999246,0.4729109366270644,0.4729109366270644
501e6487-Audio_SP19,713a2f9b-Audio_SP16,501e6487-Audio_SP19,False,0.5090565600005985,0.5362823480594491,3,2,0.39946426349523867,0.5090565600005985,0.10959229650535984,0.37533619607948826,0.3062090108002664,0.4889786741020571,0.37360216839191596,0.7222176095704188,0.3239869640722397,0.5090565600005985,0.5362823480594491
514fc6b6-Audio_SP19,5586979c-Audio_SP18,514fc6b6-Audio_SP19,False,0.8115740809713068,0.8617486106862515,19,17,0.496267694814495,0.6146727998867925,0.11840510507229746,1.593137481974892,0.42028637407452124,2.3666063970005355,0.73294903662852,1.3225754600573876,0.4928024094570398,0.8115740809713068,0.8617486106862515
51a17262-Audio_SP18,51a17262-Audio_SP18,51a17262-Audio_SP18,True,0.9451738805281982,0.9451738805281982,10,10,0.5302707436228131,0.7650811772755912,0.2348104336527781,0.5541403991958146,0.5541403991958146,1.007392516323322,1.007392516323322,0.80366132745201,0.80366132745201,0.9451738805281982,0.9451738805281982
5278b5b9-Audio_SP15,5278b5b9-Audio_SP15,5278b5b9-Audio_SP15,True,0.5210910346923088,0.5210910346923088,5,5,0.4787590942857018,0.5133478213411253,0.03458872705542354,0.23135020574378173,0.23135020574378173,0.31454525358253776,0.31454525358253776,0.49122712040510885,0.49122712040510885,0.5210910346923088,0.5210910346923088
5586979c-Audio_SP18,12c532f8-Audio_SP15,5586979c-Audio_SP18,False,0.18889607439186254,0.7540499735359023,21,1,0.18889607439186254,0.19970174987045192,0.010805675478589377,0.4228104718473713,0.5147578623725801,0.45379613431143623,0.7550283744984729,0.7506617459534446,0.33591248046692285,0.18889607439186254,0.7540499735359023
5819ce7a-Audio_SP11,7dec1dd7-Audio_SP13,5819ce7a-Audio_SP11,False,0.28853373723892944,0.4417640035209395,5,1,0.28853373723892944,0.31781666940690917,0.029282932167979725,0.8945762276579824,0.17058094881103616,1.06034445211476,0.2659451673835986,0.7798628179064235,0.4803216972037482,0.28853373723892944,0.4417640035209395
5a932187-audio_SP16,5a932187-audio_SP16,5a932187-audio_SP16,True,0.5274369524854904,0.5274369524854904,1,1,0.5274369524854904,0.9056004417677451,0.37816348928225474,0.2093803414025222,0.2093803414025222,0.17525220833868155,0.17525220833868155,0.8324380444680738,0.8324380444680738,0.5274369524854904,0.5274369524854904
63239054-Audio_SP15,63239054-Audio_SP15,63239054-Audio_SP15,True,0.5433953412825047,0.5433953412825047,5,5,0.44712604636922765,0.4828740676769675,0.03574802130773985,0.18060352394674176,0.18060352394674176,0.19825173211506741,0.19825173211506741,0.49100778979367476,0.49100778979367476,0.5433953412825047,0.5433953412825047
713a2f9b-Audio_SP16,501e6487-Audio_SP19,713a2f9b-Audio_SP16,False,0.3193929664140162,0.5703474765384273,9,1,0.3193929664140162,0.40124609894336655,0.08185313252935034,0.3204371945686497,0.10714374408706466,0.5138030304012717,0.0877426581403958,0.4314821411475251,0.3429186363836879,0.3193929664140162,0.5703474765384273
7a414497-Audio_SP15,7a414497-Audio_SP15,7a414497-Audio_SP15,True,0.754241994444534,0.754241994444534,1,1,0.754241994444534,0.9131213158945767,0.1588793214500427,0.41837713566157736,0.41837713566157736,0.6285922464701722,0.6285922464701722,0.3963626271214643,0.3963626271214643,0.754241994444534,0.754241994444534
7aee4437-Audio_SP12,fcd45f4d-Audio_SP21,7aee4437-Audio_SP12,False,0.5754516500467309,0.5207439837944546,1,4,0.5207439837944546,0.5506092910757643,0.02986530728130965,1.147336282775362,0.2909882669864841,0.5755626072777758,0.49642461486990974,1.1085756127247652,0.5545373041158304,0.5754516500467309,0.5207439837944546
7c3c98d2-Audio_SP13,7c3c98d2-Audio_SP13,7c3c98d2-Audio_SP13,True,0.2564770184546824,0.2564770184546824,1,1,0.2564770184546824,0.5948781542254787,0.33840113577079634,0.1309239117484708,0.1309239117484708,0.1265513826524546,0.1265513826524546,0.685877063294659,0.685877063294659,0.2564770184546824,0.2564770184546824
7dec1dd7-Audio_SP13,0f786745-Audio_SP20,7dec1dd7-Audio_SP13,False,0.6043428261827578,0.4387990630973771,2,8,0.27919659980708267,0.4387990630973771,0.15960246329029443,1.2937592235929403,0.1935892959190668,2.0079950116010954,0.18542623804660902,1.1483348245148735,0.45936625552002597,0.6043428261827578,0.4387990630973771
