pair,centroid_distance_H1,centroid_distance_H2
i-e,200.10213182949067,203.92938369938545
i-a,461.6597178552698,518.6204459658009
i-o,729.670664073913,684.6837630366896
i-u,898.0053844924241,789.2414234205154
e-a,261.6478542071226,315.785231878731
e-o,552.5439851640195,500.30248161542784
e-u,733.8027349746287,620.2370383466448
a-o,350.99395093601873,240.0715367434532
a-u,547.2646299121417,387.2564820173245
o-u,196.69326684447674,148.95615401794058
