half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,1286,5,69,106647.52652494251,493.23843202895057,196.69326684447674,2.84709304225711,0.9610940654505243,169.80708073251307,0.10792718903990023
H2,1021,5,51,94266.14240923995,440.9083940741913,148.95615401794058,2.8081200308750587,0.8114945738397108,157.8095858275447,0.09997365340117469
