audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
f061152e-Audio_SP12,H1,i,329756.83034201874,74286.00968360805,22.527512047759476,255470.8206584107,77.47248795224053
f061152e-Audio_SP12,H1,e,225585.6443489132,162897.92928065776,72.21112396172853,62687.715068255435,27.78887603827147
f061152e-Audio_SP12,H1,a,226332.77375665063,95608.84579649555,42.24259889965942,130723.92796015508,57.75740110034058
f061152e-Audio_SP12,H1,o,271682.3428866183,182928.11292619,67.33161639530316,88754.22996042829,32.66838360469685
f061152e-Audio_SP12,H1,u,205460.58712779524,133427.82486434773,64.94083694083695,72032.76226344751,35.059163059163055
f061152e-Audio_SP12,H2,i,286016.092100699,93277.40327675978,32.61264168448228,192738.68882393924,67.38735831551773
f061152e-Audio_SP12,H2,e,273486.8082468263,189139.11556205316,69.1584053997047,84347.69268477312,30.841594600295295
f061152e-Audio_SP12,H2,a,246859.1957838997,89124.04951304506,36.10319203626677,157735.14627085463,63.89680796373324
f061152e-Audio_SP12,H2,o,240559.942575599,171833.4748799085,71.43062682844949,68726.46769569052,28.569373171550517
f061152e-Audio_SP12,H2,u,191827.2584146796,113201.96424880234,59.01244963011969,78625.29416587728,40.98755036988031
