audio,half,vowel_raw,vowel_norm,f1,f2,token_time
5819ce7a-Audio_SP11,H1,e,e,459.9612612517772,2268.5996850410443,14.35875
5819ce7a-Audio_SP11,H1,e,e,529.9717142771674,1932.3091977013744,14.88775
5819ce7a-Audio_SP11,H1,e,e,528.569063360196,1960.7224484070807,18.08875
5819ce7a-Audio_SP11,H1,e,e,485.6316883205346,2062.3780396478373,24.92775
5819ce7a-Audio_SP11,H1,e,e,478.3179144969363,2240.880285561804,31.94775
5819ce7a-Audio_SP11,H1,e,e,558.3368030204741,1554.1259979725778,34.74375
5819ce7a-Audio_SP11,H1,e,e,755.2403493225302,2124.817602442848,34.92575
5819ce7a-Audio_SP11,H1,e,e,537.1223132317642,2205.681303710486,37.54575
5819ce7a-Audio_SP11,H1,e,e,683.1389306680267,2047.252033536624,38.39274999999999
5819ce7a-Audio_SP11,H1,e,e,568.9607599941835,2194.264566255379,43.28875
5819ce7a-Audio_SP11,H1,e,e,456.7637357366299,2236.1590744769383,46.47075
5819ce7a-Audio_SP11,H1,e,e,542.7807334503859,2169.015283388849,47.10875000000001
5819ce7a-Audio_SP11,H1,e,e,625.3984078431222,1960.3379552985864,51.32075
5819ce7a-Audio_SP11,H1,e,e,497.4078192550725,2018.74203512459,51.87075
5819ce7a-Audio_SP11,H1,e,e,661.3275482941017,2202.4232074706983,57.27875
5819ce7a-Audio_SP11,H1,e,e,488.3941998041723,2082.6073024440025,58.10275
5819ce7a-Audio_SP11,H1,e,e,557.4569333299781,1994.3809027092304,59.34775
5819ce7a-Audio_SP11,H1,e,e,591.8187786380378,2225.477533876096,71.78375
5819ce7a-Audio_SP11,H1,e,e,569.8941690203551,2138.2942486837687,73.90275
5819ce7a-Audio_SP11,H1,e,e,552.6666767314092,1892.6630788158525,75.60375
5819ce7a-Audio_SP11,H1,e,e,444.2574560487659,1837.648300315248,78.68074999999999
5819ce7a-Audio_SP11,H1,e,e,493.5875904076118,1649.6638469636666,79.34375
5819ce7a-Audio_SP11,H1,e,e,521.7690603842661,1957.6134337845208,83.62074999999999
5819ce7a-Audio_SP11,H1,e,e,544.8669738696772,2224.2994797707147,83.95074999999999
5819ce7a-Audio_SP11,H1,e,e,476.2670360143501,1932.6576802100287,85.50874999999999
5819ce7a-Audio_SP11,H1,e,e,484.1453904428303,1920.2030665872487,86.85374999999999
5819ce7a-Audio_SP11,H1,e,e,498.54182527900696,2189.397877250813,87.05575
5819ce7a-Audio_SP11,H1,e,e,525.2331376570534,1985.2411881962807,88.18275000000001
5819ce7a-Audio_SP11,H1,e,e,515.0236427897739,2221.2819661138383,92.87575
5819ce7a-Audio_SP11,H1,e,e,584.0010890664923,2150.568227246194,93.05575
5819ce7a-Audio_SP11,H1,e,e,463.8428408168719,2272.420201294364,94.26975
5819ce7a-Audio_SP11,H1,e,e,520.5757681495937,2156.083146714213,101.07575
5819ce7a-Audio_SP11,H1,e,e,518.9560928917048,2193.6510573701444,101.49375
5819ce7a-Audio_SP11,H1,e,e,634.6980065064196,2205.032624772214,102.40375
5819ce7a-Audio_SP11,H1,e,e,494.7157873453105,2109.7746731749708,104.52775
5819ce7a-Audio_SP11,H1,e,e,575.7285806843104,2151.4400371228253,106.07775
5819ce7a-Audio_SP11,H1,e,e,771.3298812800009,1781.5874597885668,107.95375
5819ce7a-Audio_SP11,H1,e,e,488.501300432812,2163.334719125047,109.67475
5819ce7a-Audio_SP11,H1,e,e,451.1537228703666,2287.556571243564,111.00575
5819ce7a-Audio_SP11,H1,e,e,639.5957469175544,2155.2535112032806,111.51775
5819ce7a-Audio_SP11,H1,e,e,688.7442797286072,2004.258949370793,111.89275
5819ce7a-Audio_SP11,H1,e,e,773.5318636095362,2263.663489309677,111.94775
5819ce7a-Audio_SP11,H1,e,e,655.0878826621395,1951.40766010412,112.76375
5819ce7a-Audio_SP11,H1,e,e,513.168172664879,2396.250874744091,115.69375
5819ce7a-Audio_SP11,H1,e,e,511.8047740763556,2120.9872225484555,127.72575
5819ce7a-Audio_SP11,H1,e,e,548.7410542199874,2211.419393251055,128.01874999999998
5819ce7a-Audio_SP11,H1,e,e,519.0767642121294,2268.054280533427,131.25575
5819ce7a-Audio_SP11,H1,e,e,510.40317907667793,2075.6350618692622,132.27375
5819ce7a-Audio_SP11,H1,e,e,501.74019831331634,1950.804381705024,132.42274999999998
5819ce7a-Audio_SP11,H1,e,e,724.9564579653736,2115.1484989915966,132.74775
5819ce7a-Audio_SP11,H1,e,e,505.30339637444587,1859.1665578539728,135.43874999999997
5819ce7a-Audio_SP11,H1,e,e,566.6037724948604,2215.3479081259816,136.03074999999998
5819ce7a-Audio_SP11,H1,e,e,469.50314859020864,2141.4433553108724,142.12875
5819ce7a-Audio_SP11,H1,e,e,684.6274864630625,1790.687105656999,149.37375000000003
5819ce7a-Audio_SP11,H1,e,e,472.4399198913339,2220.6834367870338,150.63775
