audio,vowel,n_points,f1_median,f2_median,f1_mean,f2_mean
061ea7d0-Audio_SP16,a,349,698.997606495212,1516.9554137862394,690.7879292609936,1538.3235668152972
0af9ac47-Audio_SP14,a,515,701.5119038611318,1534.9368563773928,701.0649173918397,1531.006580012883
0e6115f2-Audio_SP19,a,418,600.6141611669775,1561.1734515672738,610.5363921731956,1577.568528100781
0f786745-Audio_SP20,a,525,616.7703486812242,775.5856306643136,616.7077325051571,856.3436734878926
12c532f8-Audio_SP15,a,515,628.980165521561,1494.484364450987,639.6882973050124,1480.8016057790762
181d5ce9-Audio_SP21,a,209,604.761876545411,1489.3712155542485,607.2966781837602,1474.82382399541
1c403477-Audio_SP13,a,339,618.6239452545138,1503.089962417003,627.7285787623017,1508.787330023817
1d46eb6e-Audio_SP18,a,756,703.6963802914458,1573.7584136214855,711.4261397168048,1587.0257304967286
2988c6fc-Audio_SP13,a,374,703.9293626437079,1522.6221257815082,705.5039131223623,1560.1214788223185
2e25304d-Audio_SP12,a,161,785.4762587425477,1608.000395116479,801.7183490529962,1623.5093809611146
30a90cb2-Audio_SP21,a,354,581.0768652645813,1448.2142762083135,574.2828550187552,1407.689853247149
3361ee02-Audio_SP10,a,254,581.9885437949674,1343.5611609587868,593.9030104135547,1346.2780312223235
34ad326e-Audio_SP7,a,231,689.740159484828,1345.2492464716463,686.9866962637976,1352.1691805579776
375a28cd-Audio_SP16,a,422,536.4736121955898,1211.3394636209086,536.5560190243826,1287.7114104394695
42d56bbf-Audio_SP23,a,1096,584.5235222424794,1432.1418259120146,573.7083631085884,1441.9653809437564
49ae7020-Audio_SP17,a,269,657.7385524394921,1542.6249487200218,667.7968665981635,1550.5034282559936
501e6487-Audio_SP19,a,707,545.2901674135102,1447.7420561275742,544.6467627773113,1440.1767169863174
514fc6b6-Audio_SP19,a,575,772.7191240990917,1745.112425933732,767.9545341414636,1675.3674094543458
51a17262-Audio_SP18,a,349,707.504758671839,1803.9314362502,700.0141421780493,1719.3216791471618
5278b5b9-Audio_SP15,a,235,496.3971957659693,1492.0777893329118,497.23870289524376,1514.5892021235713
5586979c-Audio_SP18,a,511,627.6143688811172,1516.8292285386865,635.3786444946393,1536.7749449255775
5819ce7a-Audio_SP11,a,516,766.7324011173921,1673.9423520459054,765.0163159654688,1669.5925043037414
5a932187-audio_SP16,a,567,735.8693586414267,1659.2082267191945,743.9274750032838,1648.1256143249661
63239054-Audio_SP15,a,329,618.0175620972524,1386.0628211422484,631.3137079155775,1411.347342979661
713a2f9b-Audio_SP16,a,407,565.5391664371926,1441.715001536924,574.4482733756939,1454.2244949315527
7a414497-Audio_SP15,a,240,693.0143434799193,1464.3128901484736,712.5563769852021,1473.058861403479
7aee4437-Audio_SP12,a,288,789.0665759769225,1518.5419397228932,806.5792825355138,1548.7357546787277
7c3c98d2-Audio_SP13,a,631,845.7602455784754,1652.379554930353,844.0240795341008,1680.598299476834
7dec1dd7-Audio_SP13,a,364,656.0354547873251,1510.5288903741957,650.1667912178335,1512.2381340459685
7e277fda-Audio_SP28,a,387,637.9790733126125,999.6211889300798,644.6235157325744,1098.7657278464621
85c7895f-Audio_SP16,a,766,677.6240074047793,1470.8179850465642,667.7174655448327,1486.7340737265656
919b9bc1-Audio_SP14,a,265,625.5671874188101,1554.7176642752472,665.072549991418,1532.4619168390411
9a0c18cb-Audio_SP14,a,280,646.8811870080583,1368.3261717923695,636.6395989824997,1387.6665346023674
a1a056ce-Audio_SP11,a,244,665.4323280239482,1768.4752734251458,657.3224336996677,1597.1713056860733
a452055c-Audio_SP11,a,545,619.839667889969,1377.3469441619536,617.7760685545134,1393.9758374020255
adad0062-Audio_SP17,a,473,605.1276318235356,1431.2976337986174,611.7816200588351,1439.0997996341289
c3533b36-Audio_SP16,a,266,665.5855195593831,1408.8337854625631,670.5883450844309,1403.4322894466566
cafd9c21-Audio_SP27,a,816,653.6761338259082,1414.3786391081803,655.5354281290331,1423.8807147617038
d4c363bf-Audio_SP13,a,499,674.5877003874173,1659.4292038240646,676.7243509677864,1662.5285529153955
dbeec025-Audio_SP13,a,438,653.4369353240427,1394.0900918994557,659.6262673792547,1396.5542020565595
e90f8e4d-Audio_SP22,a,302,662.2139100541976,1438.3032492008074,667.723468632631,1456.807150184051
f061152e-Audio_SP12,a,489,831.2072316459463,1695.415824954083,865.6652993546506,1675.729313159373
fcd45f4d-Audio_SP21,a,249,577.8401775132819,1313.4135180091107,576.8989883324923,1344.8967473403318
061ea7d0-Audio_SP16,e,330,516.8020761709822,1874.9356040875834,519.1812600398453,1873.518269767446
0af9ac47-Audio_SP14,e,528,567.0835208021083,1907.7043467171234,571.8063485372406,1885.9573682008486
0e6115f2-Audio_SP19,e,450,439.3501661345099,1935.012717784113,444.24078501069874,1930.3918451147993
0f786745-Audio_SP20,e,380,501.6621201895015,1916.1718441473495,507.3601790270805,1937.7395213623759
12c532f8-Audio_SP15,e,417,442.8904828055238,1908.150643439332,445.085248828025,1892.9746198478329
181d5ce9-Audio_SP21,e,235,439.3728118060976,1791.058828039512,440.6432694747375,1785.5655465900256
1c403477-Audio_SP13,e,393,456.9960853898189,1853.7449511731168,460.02986708738473,1856.957049897373
1d46eb6e-Audio_SP18,e,702,494.16817973877187,2073.588297346113,495.7904115080872,2050.7919788488557
2988c6fc-Audio_SP13,e,297,481.5262699540644,2056.99877759456,490.4054148855189,2037.2698087258518
2e25304d-Audio_SP12,e,115,566.2534076595433,2013.3225284374844,576.9095879998985,2002.3831296530323
30a90cb2-Audio_SP21,e,368,463.2350284079206,1847.1892154029256,467.93308993264026,1900.3714106497653
3361ee02-Audio_SP10,e,265,441.8617571454828,1626.5537338931197,446.56682920630146,1624.9573183405716
34ad326e-Audio_SP7,e,183,439.421305598861,1675.071360472051,473.00837765241437,1700.011250953344
375a28cd-Audio_SP16,e,415,446.1534690103171,2258.0479582390844,445.84936767739276,2172.451616136763
42d56bbf-Audio_SP23,e,1330,394.69887261059887,1971.6852186280285,398.25128925343097,1957.358288543924
49ae7020-Audio_SP17,e,289,549.5375106174669,1946.272900284411,555.8993138922946,1951.1215330358445
501e6487-Audio_SP19,e,634,399.379607389188,1735.5737288465389,396.744255241991,1733.117664268684
514fc6b6-Audio_SP19,e,647,552.1140586607701,2158.886098691172,564.4571556321469,2193.5352465559586
51a17262-Audio_SP18,e,426,491.4202579883835,2025.209345661864,501.36235721980256,2092.869402279617
5278b5b9-Audio_SP15,e,164,387.5374837882037,1935.474986872244,388.91501582871683,1923.3265806888426
5586979c-Audio_SP18,e,524,484.51948971094714,1843.8065962098467,485.64151725428843,1859.3345550195593
5819ce7a-Audio_SP11,e,497,516.1597358145893,2107.3874925041564,533.6435585286249,2109.065073660465
5a932187-audio_SP16,e,481,534.0772333799117,1822.2011038079715,535.2866393454996,1845.1035926882694
63239054-Audio_SP15,e,287,470.6869381871037,1796.2789374411254,473.08495321881895,1805.9373195966355
713a2f9b-Audio_SP16,e,327,427.1019096473474,1778.5395484881867,428.6166509985035,1782.738933418713
7a414497-Audio_SP15,e,157,538.7648834026602,1813.5524590699315,537.8463347189938,1823.4901830558877
7aee4437-Audio_SP12,e,230,523.8853164506346,1937.1238788946735,531.1713740239414,1975.8257581404991
7c3c98d2-Audio_SP13,e,602,502.6455879742317,2002.4051775878334,533.86905098379,2043.1066303007597
7dec1dd7-Audio_SP13,e,267,444.8407638263537,1830.4868552628056,455.7469010746408,1836.546550933578
7e277fda-Audio_SP28,e,414,534.0313211447215,1966.4953008544317,545.6693707339531,1937.9126915403886
85c7895f-Audio_SP16,e,629,422.25473930295874,1978.1647427338737,430.9756362269605,1937.2310585943587
919b9bc1-Audio_SP14,e,289,444.74167165778255,1900.6387925862243,445.08371667674845,1902.5728720675495
9a0c18cb-Audio_SP14,e,160,442.3940296404078,1860.440535702133,442.7737882613239,1900.0093164709142
a1a056ce-Audio_SP11,e,238,504.47840415406915,2147.954116797232,514.5578047983147,2166.36771779386
