label,F1,F2,id,time,dur,word,file_name,audio,source_file,vowel_raw,vowel,f1,f2,token_id
y,440.46367502451807,2069.22005423574,0-0-3816-1,1678.22575,0.1299999999998817,ayudarlo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,440.46367502451807,2069.22005423574,0-0-3816-1
y,394.9373238511696,2286.3729327051533,0-0-3877-2,1707.26275,0.1700000000000727,muy,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,394.9373238511696,2286.3729327051533,0-0-3877-2
y,542.1480502574129,1955.1091404155864,0-0-3886-0,1710.6237499999995,0.0600000000001728,yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,542.1480502574129,1955.1091404155864,0-0-3886-0
y,365.1190577384916,2417.056471029099,0-0-3943-0,1734.50375,0.0599999999999454,ya,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,365.1190577384916,2417.056471029099,0-0-3943-0
y,429.5115014352322,2129.0538041582145,0-0-4084-0,1820.05075,0.1000000000001364,yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,429.5115014352322,2129.0538041582145,0-0-4084-0
y,574.5926532984272,1870.1562754868053,0-0-4309-1,1912.85375,0.0600000000001728,hay,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,574.5926532984272,1870.1562754868053,0-0-4309-1
y,425.0204291067749,2278.350719707642,0-0-4319-1,1918.33275,0.2300000000000182,hay,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,425.0204291067749,2278.350719707642,0-0-4319-1
y,504.1648866892236,2212.922559189166,0-0-4344-1,1925.11075,0.1000000000001364,hay,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,504.1648866892236,2212.922559189166,0-0-4344-1
y,427.7412155688857,1943.5215056451937,0-0-4408-0,1979.57775,0.0800000000001546,yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,427.7412155688857,1943.5215056451937,0-0-4408-0
y,566.765198930208,1947.161194334028,0-0-4451-1,2014.02775,0.0799999999999272,hay,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,566.765198930208,1947.161194334028,0-0-4451-1
y,426.238785693014,2181.004394615228,0-0-4478-1,2020.78875,0.2100000000000363,hay,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,426.238785693014,2181.004394615228,0-0-4478-1
y,588.6016073752708,1878.331526222844,0-0-4480-1,2021.65375,0.0599999999999454,hay,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,588.6016073752708,1878.331526222844,0-0-4480-1
y,404.59022733205904,2125.3982329540486,0-0-4590-0,2050.70575,0.0700000000001637,ya,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,404.59022733205904,2125.3982329540486,0-0-4590-0
y,516.9071887243847,2138.586206391706,0-0-4704-0,2096.02775,0.0799999999999272,yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,516.9071887243847,2138.586206391706,0-0-4704-0
y,169.91784937806202,2256.235052512012,0-0-4716-0,2100.23875,0.1500000000000909,yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,169.91784937806202,2256.235052512012,0-0-4716-0
y,405.7950767427954,2148.415432534553,0-0-4807-0,2129.7837500000005,0.1199999999998908,Yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,405.7950767427954,2148.415432534553,0-0-4807-0
y,482.80569959588274,2625.545835886505,0-0-4808-0,2130.04075,0.1599999999998544,yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,482.80569959588274,2625.545835886505,0-0-4808-0
y,666.0033904696814,1771.9278480824053,0-0-4809-0,2130.33375,0.0599999999999454,yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,666.0033904696814,1771.9278480824053,0-0-4809-0
y,541.6682971120523,1946.959676990532,0-0-4814-0,2133.32075,0.099999999999909,Yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,541.6682971120523,1946.959676990532,0-0-4814-0
y,477.47056392230303,1781.3249354263469,0-0-4831-0,2138.16375,0.0599999999999454,yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,477.47056392230303,1781.3249354263469,0-0-4831-0
y,456.1548556294326,1743.7930378656856,0-0-4844-4,2155.62275,0.1100000000001273,Estoy,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,456.1548556294326,1743.7930378656856,0-0-4844-4
y,435.2679444290246,2220.2370521978773,0-0-4881-0,2177.45575,0.4299999999998363,yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,435.2679444290246,2220.2370521978773,0-0-4881-0
y,358.62544116969866,2312.754134024607,0-0-4929-0,2196.51375,0.1200000000003456,ya,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,358.62544116969866,2312.754134024607,0-0-4929-0
y,474.9480478064073,2170.5622545306537,0-0-5136-2,2284.09075,0.099999999999909,muy,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,474.9480478064073,2170.5622545306537,0-0-5136-2
y,376.6340321242628,1971.440198889792,0-0-5286-0,2344.1807499999995,0.1000000000003638,yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,376.6340321242628,1971.440198889792,0-0-5286-0
y,420.55144298701686,1894.5160197502207,0-0-5292-0,2345.8257500000004,0.1299999999996544,yo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,420.55144298701686,1894.5160197502207,0-0-5292-0
y,482.8117291789741,2129.8041754875194,0-0-5327-1,2368.2587499999995,0.0900000000001455,hay,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,482.8117291789741,2129.8041754875194,0-0-5327-1
y,405.65017937896425,2196.15680612662,0-0-5490-4,2466.50275,0.0500000000001819,&okey,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,405.65017937896425,2196.15680612662,0-0-5490-4
y,536.6660107731318,1793.042366515678,0-0-5515-2,2596.7827500000003,0.0500000000001819,vaya,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,y,i,536.6660107731318,1793.042366515678,0-0-5515-2
i,448.666309987464,2551.04861162732,0-0-3047-3,1303.5827499999998,0.1100000000001273,Nequi,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,448.666309987464,2551.04861162732,0-0-3047-3
i,334.1112785548814,2384.247336004724,0-0-3051-0,1305.66475,0.3600000000001273,Y,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,334.1112785548814,2384.247336004724,0-0-3051-0
i,377.01101593627226,2099.7462172737087,0-0-3053-3,1306.43375,0.0599999999999454,Nequi,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,377.01101593627226,2099.7462172737087,0-0-3053-3
i,429.6650060386615,1911.4533110023024,0-0-3058-0,1307.26775,0.0799999999999272,y,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,429.6650060386615,1911.4533110023024,0-0-3058-0
i,398.62888492253296,1764.1241246985796,0-0-3076-8,1320.13575,0.1300000000001091,dos,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,398.62888492253296,1764.1241246985796,0-0-3076-8
i,426.0508232816964,2269.4017906705644,0-0-3121-3,1345.26575,0.0699999999999363,envío,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,426.0508232816964,2269.4017906705644,0-0-3121-3
i,424.490865439343,2199.9690809781114,0-0-3142-1,1350.71775,0.0799999999999272,dinero,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,424.490865439343,2199.9690809781114,0-0-3142-1
i,587.8197275891265,2415.8193193133,0-0-3149-2,1352.92575,0.0699999999999363,aquí,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,587.8197275891265,2415.8193193133,0-0-3149-2
i,483.65218858109967,2025.0754128828248,0-0-3154-4,1353.85575,0.0700000000001637,permitido,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,483.65218858109967,2025.0754128828248,0-0-3154-4
i,373.17564146952185,2368.92817222852,0-0-3185-0,1364.71775,0.0799999999999272,Y,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,373.17564146952185,2368.92817222852,0-0-3185-0
i,390.78355876621487,2253.9764342132667,0-0-3189-3,1365.63775,0.0800000000001546,envío,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,390.78355876621487,2253.9764342132667,0-0-3189-3
i,400.5101931017604,2497.840111088186,0-0-3191-3,1366.22775,0.1399999999998726,Nequi,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,400.5101931017604,2497.840111088186,0-0-3191-3
i,428.1347984933852,2318.7486496287825,0-0-3211-0,1383.54075,0.1600000000000818,Y,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,428.1347984933852,2318.7486496287825,0-0-3211-0
i,363.5200534518015,2454.2093993985686,0-0-3280-1,1426.95375,0.1199999999998908,días,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,363.5200534518015,2454.2093993985686,0-0-3280-1
i,389.8879866819596,2176.2323271718537,0-0-3283-1,1427.69575,0.0699999999999363,días,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,389.8879866819596,2176.2323271718537,0-0-3283-1
i,374.1357762925145,1995.293488083597,0-0-3304-2,1445.16775,0.1999999999998181,así,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,374.1357762925145,1995.293488083597,0-0-3304-2
i,418.8212342556715,987.4786995793794,0-0-3350-0,1466.95775,0.1399999999998726,intenté,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,418.8212342556715,987.4786995793794,0-0-3350-0
i,364.8971288818997,2051.1027264724057,0-0-3354-5,1469.1337499999995,0.0600000000001728,demasiado,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,364.8971288818997,2051.1027264724057,0-0-3354-5
i,435.52574243319935,1972.0890088021613,0-0-3360-0,1472.3827499999998,0.1100000000001273,y,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,435.52574243319935,1972.0890088021613,0-0-3360-0
i,333.15767460327675,2075.3540075383253,0-0-3361-5,1472.84775,0.0800000000001546,decidí,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,333.15767460327675,2075.3540075383253,0-0-3361-5
i,477.8403037622148,1892.3278728550545,0-0-3369-0,1487.01775,0.0799999999999272,intenté,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,477.8403037622148,1892.3278728550545,0-0-3369-0
i,382.55035261797656,2367.6981852106737,0-0-3372-0,1488.14475,0.3600000000001273,y,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,382.55035261797656,2367.6981852106737,0-0-3372-0
i,476.80774326245046,2032.7929092485624,0-0-3392-1,1493.67575,0.0699999999999363,Microworkers,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,476.80774326245046,2032.7929092485624,0-0-3392-1
i,360.8072880605884,2127.8706101466964,0-0-3413-5,1500.0537499999998,0.0599999999999454,demasiadas,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,360.8072880605884,2127.8706101466964,0-0-3413-5
i,323.0639578125975,2235.2573863106527,0-0-3436-1,1526.49375,0.0599999999999454,diariamente,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,323.0639578125975,2235.2573863106527,0-0-3436-1
i,451.6251140073001,2200.7709529752647,0-0-3442-3,1528.1127499999998,0.0500000000001819,treinta,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,451.6251140073001,2200.7709529752647,0-0-3442-3
i,467.8841672277203,1958.569996997852,0-0-3446-2,1529.28775,0.1400000000001,así,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,467.8841672277203,1958.569996997852,0-0-3446-2
i,336.2622013221897,2473.854865390073,0-0-3451-0,1531.66575,0.3100000000001728,y,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,336.2622013221897,2473.854865390073,0-0-3451-0
i,318.4984922256532,2446.198821683082,0-0-3452-2,1532.2787500000002,0.5099999999999909,así,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,318.4984922256532,2446.198821683082,0-0-3452-2
i,327.1952006615209,2175.7178221122167,0-0-3456-2,1533.79775,0.1400000000001,así,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,327.1952006615209,2175.7178221122167,0-0-3456-2
i,372.2205250128787,2033.584026951486,0-0-3457-5,1534.26575,0.0699999999999363,sucesivamente,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,372.2205250128787,2033.584026951486,0-0-3457-5
i,417.22961158176855,2175.931809673448,0-0-3472-0,1564.69275,0.1099999999998999,igual,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,417.22961158176855,2175.931809673448,0-0-3472-0
i,422.6935675134269,2262.03733717874,0-0-3474-0,1565.3527499999998,0.0500000000001819,Incluso,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,422.6935675134269,2262.03733717874,0-0-3474-0
i,505.8519380121647,2178.0291025256806,0-0-3486-3,1568.90875,0.0899999999999181,entiendo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,505.8519380121647,2178.0291025256806,0-0-3486-3
i,343.7224770339424,2260.4884630188985,0-0-3488-0,1570.16775,0.1999999999998181,y,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,343.7224770339424,2260.4884630188985,0-0-3488-0
i,351.4749020352307,2165.3931805970446,0-0-3514-3,1575.28775,0.0799999999999272,entiendo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,351.4749020352307,2165.3931805970446,0-0-3514-3
i,429.995079539726,2047.7553341989124,0-0-3541-5,1596.41575,0.0699999999999363,específicamente,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,429.995079539726,2047.7553341989124,0-0-3541-5
i,368.1018523180937,2189.2552290131143,0-0-3541-7,1596.52575,0.0699999999999363,específicamente,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,368.1018523180937,2189.2552290131143,0-0-3541-7
i,395.8010108937472,2173.6742684090864,0-0-3555-1,1599.98775,0.0799999999999272,difícil,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,395.8010108937472,2173.6742684090864,0-0-3555-1
i,417.351227000078,2083.5547965502183,0-0-3555-3,1600.1387499999998,0.0900000000001455,difícil,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,417.351227000078,2083.5547965502183,0-0-3555-3
i,311.6858794781654,2316.746114948291,0-0-3596-6,1612.1507500000002,0.099999999999909,entendía,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,311.6858794781654,2316.746114948291,0-0-3596-6
i,402.5499394585424,2201.874832582957,0-0-3603-3,1613.95775,0.0799999999999272,envío,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,402.5499394585424,2201.874832582957,0-0-3603-3
i,498.9214224089188,2233.6603240452205,0-0-3658-0,1628.7407500000002,0.099999999999909,y,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,498.9214224089188,2233.6603240452205,0-0-3658-0
i,369.4729309970936,2168.535886089606,0-0-3699-3,1638.91575,0.0699999999999363,medio,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,369.4729309970936,2168.535886089606,0-0-3699-3
i,379.28180332948807,2091.57987400142,0-0-3717-2,1643.7307500000002,0.1599999999998544,así,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,379.28180332948807,2091.57987400142,0-0-3717-2
i,599.197186339338,1995.8910820123065,0-0-3729-3,1646.8137499999998,0.0599999999999454,sección,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,599.197186339338,1995.8910820123065,0-0-3729-3
i,420.9716034639608,2206.6503384603025,0-0-3739-2,1649.2407500000002,0.099999999999909,así,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,420.9716034639608,2206.6503384603025,0-0-3739-2
i,331.2456413300074,1486.111824378833,0-0-3762-1,1663.25575,0.0699999999999363,tiempo,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,331.2456413300074,1486.111824378833,0-0-3762-1
i,375.7892514061104,1941.3750332472853,0-0-3769-5,1665.51875,0.0899999999999181,estudia,061ea7d0-Audio_SP16.v0,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,i,i,375.7892514061104,1941.3750332472853,0-0-3769-5
