center_f1,center_f2,cov_00_f2,cov_01,cov_11_f1,det_cov,region_level,chi2_q,width_f2_axis,height_f1_axis,angle_degrees,ellipse_area_analytic,raw_n_tokens,filtered_n_tokens,removed_outliers,removed_outliers_percent,audio,half,vowel
333.1772236521584,2141.890183130068,20875.140747936613,-2888.494149277021,3810.9186353741466,71210064.44196227,0.8,3.218875824868201,524.3115254479823,207.22659897611868,170.64839168776402,85334.52693315917,334,301,33,9.880239520958083,12c532f8-Audio_SP15,H1,i
428.7842989139382,1920.6516269612937,18635.80941650707,-2678.300857157509,2833.233112301971,45626296.831946075,0.8,3.218875824868201,495.61188992270326,175.48100319820665,170.63743748133874,68306.4486963333,432,412,20,4.62962962962963,12c532f8-Audio_SP15,H1,e
614.6969808606337,1551.5726195054056,37986.312922442354,-5570.997477297053,7561.970402859498,256215361.14121893,0.8,3.218875824868201,708.388410693579,290.93458342945644,169.94313593967345,161866.38879038245,524,521,3,0.5725190839694656,12c532f8-Audio_SP15,H1,a
491.8325594556517,1097.5561030042134,41213.64895596106,3580.5761757763203,3335.5589761579804,124650030.964743,0.8,3.218875824868201,731.4138088802399,196.5383267919987,-174.6470696154453,112901.65058436485,436,419,17,3.89908256880734,12c532f8-Audio_SP15,H1,o
424.9503410050058,907.801713811748,70491.76343487971,5681.455922322401,3568.7610247538237,219289316.51527324,0.8,3.218875824868201,955.9199984988421,199.45797429702262,-175.18180162640127,149748.621364294,74,71,3,4.054054054054054,12c532f8-Audio_SP15,H1,u
342.26937505199146,2136.315954931162,30925.30809983674,-4806.3341788909,4679.83975122725,121624637.92539114,0.8,3.218875824868201,639.652401567033,221.98874702137178,169.94211610104978,111523.1110596808,227,213,14,6.167400881057269,12c532f8-Audio_SP15,H2,i
441.4452943620368,1911.904005969753,23942.143535573243,-3174.268487719193,3469.98394958664,73002873.35501164,0.8,3.218875824868201,560.7662345643475,196.17891847308246,171.3855147993069,86402.055189025,417,403,14,3.357314148681055,12c532f8-Audio_SP15,H2,e
629.0638648712398,1493.37978149579,37399.529731994735,-4245.612012461041,6554.405082644888,227106446.40356064,0.8,3.218875824868201,699.2313937191547,277.49683019500173,172.30426369843354,152394.3362678529,515,506,9,1.7475728155339807,12c532f8-Audio_SP15,H2,a
490.97852033638526,1103.9134415056787,44631.17347893119,3258.376588361149,3266.408538530949,135166628.1446569,0.8,3.218875824868201,760.2192432753731,196.9065195884132,-175.52350241036856,117567.92029941804,368,352,16,4.3478260869565215,12c532f8-Audio_SP15,H2,o
426.0992031806208,876.9592160085132,57670.53873514119,3887.6950803041,3448.949581295332,183788607.38622057,0.8,3.218875824868201,863.7754177020399,202.07969035515276,-175.91970191451819,137092.40312821738,80,77,3,3.75,12c532f8-Audio_SP15,H2,u
