pair,centroid_distance_H1,centroid_distance_H2
i-e,464.96207047680696,420.78397467436736
i-a,814.6495730739283,880.1079244801798
i-o,1147.0256391274452,1153.4829778937187
i-u,1454.635368707592,1480.485541326462
e-a,354.1285528087826,460.7775267835835
e-o,692.3309588251194,741.1237795923552
e-u,1018.7804620791275,1090.9773841607876
a-o,412.67657426393424,351.8070105632518
a-u,764.1394604663127,745.8766302986484
o-u,351.78421257431916,395.1600075207853
