half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,752,5,33,227258.1912120215,747.5112872403367,351.78421257431916,3.271159488433476,1.4135066548096333,224.8352764338312,0.1527636568033046
H2,503,5,33,255318.5332546783,772.0582757294139,351.8070105632518,3.753497488117896,1.5839377061045399,206.71619382119334,0.17257670130520547
