half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,125,424.1895926306437,2391.449060699465,459.73357322582456,2352.6225825122783,145.09024716055168,285.99281618748404,115.29082567150891,299.6165104176148,245.99614114779166,191.71278371198372
H1,e,203,583.2849740187509,1954.5527496563848,585.4448091310131,1979.313421038109,92.70976036289383,195.17921840743296,107.74675759995466,219.98255788358256,176.92902600100385,146.76971858104883
H1,a,241,771.2511962960009,1654.4265575350337,784.3670438061494,1655.5768519559285,99.53260156626393,215.97150145977582,122.12632658880841,287.69586279937266,203.57911412990072,180.94979154158727
H1,o,150,636.73696756928,1264.2882779260317,644.9447257737055,1314.7826033610563,94.25212598099178,280.3177715678229,109.44934990355102,436.25418577378423,253.14779629683713,218.85651651969698
H1,u,33,502.9284002105983,938.946304737894,515.4838326521067,983.5805258340159,121.08555798349187,302.2261610497094,127.28450982393758,282.62476995121267,244.52430459362287,180.9597353749679
H2,i,82,409.9071448830798,2403.982226203445,423.1756068042123,2385.5315456083285,87.76242545272645,232.63220486054578,102.94539641572021,236.83206559757764,193.63947101060253,151.29223093136017
H2,e,115,566.2534076595433,2013.3225284374844,576.9095879998985,2002.3831296530325,92.41235392232964,217.0057884790579,110.81579080829545,224.88849356056267,190.23984004713125,147.85450900574244
H2,a,159,785.4106512744992,1608.000395116479,794.8941785630366,1623.4966698271346,103.62187104263813,206.9242110922983,130.56458620257672,272.3491598842679,197.74413085960543,174.11576919355082
H2,o,114,662.2770257134717,1278.4457214466179,663.1130557560881,1327.198234505158,103.39650895037524,271.2822187189599,103.3416428018636,345.4573922449956,244.05364447127837,207.67285159692898
H2,u,33,484.7832620307056,925.3913412195012,528.0677701258086,995.4529865973196,114.62843849538163,226.00416936456674,120.40811076989633,298.02040385552164,207.90388271734892,156.58693966441066
