half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,464.96207047680696,214.26383467732967,2.170044567609909,True
H1,i,u,i-u,1454.635368707592,245.2613269520891,5.930961015275555,True
H1,e,a,e-a,354.1285528087826,190.72012997004148,1.8567969351971891,True
H1,a,o,a-o,412.67657426393424,229.70444323070907,1.7965546005980075,True
H1,o,u,o-u,351.78421257431916,248.87340386925618,1.4135066548096333,True
H2,i,e,i-e,420.78397467436736,191.94718215491477,2.192186256398207,True
H2,i,u,i-u,1480.485541326462,200.8983190350471,7.369327670024896,True
H2,e,a,e-a,460.7775267835835,194.02826859839115,2.3747958486261735,True
H2,a,o,a-o,351.8070105632518,222.1091203318021,1.5839377061045399,True
H2,o,u,o-u,395.1600075207853,226.70046959442135,1.7430930259110033,True
