pair,centroid_distance_H1,centroid_distance_H2
i-e,391.32592626333906,396.7894048950455
i-a,851.677024643113,893.8567217502639
i-o,1362.6556179110119,1391.5257236743055
i-u,1492.0712445195115,1520.8647578917373
e-a,462.36412258554805,500.5435509877065
e-o,975.5016091914702,1000.3968465999848
e-u,1108.3556359369234,1133.16707239706
a-o,553.6460622693598,565.8625096598008
a-u,696.9441121007021,708.3385555745363
o-u,145.34168461813042,142.7544426722316
