audio,vowel_norm,f1_median,f2_median,chosen_k,cluster,join_key,Part,InfoInterv,Time.code.and.speaker,Time.code.and.speaker.2,Speaker,Sex,Age,CivilStatus,CountryRes,MigrationStatus,Location,Education,Discipline,English,EmploymentStatus,Type_mw_earnings,Amount_mw_earnings,Income_group,_merge
adad0062-Audio_SP17,e,-0.2891797033598368,0.6190759363774317,3,3,adad0062-audio_sp17,Part1,Interviewee,adad0062-Audio_SP17,ITW15-Audio_SP17.v0.seg,ITW15,M,25-34,Cohabitation,EC,Migrant,Cuenca,Bachelor,Eng-Science,ENG,Independent,Main_income,757.84,3,both
c3533b36-Audio_SP16,e,-0.3675268062925402,0.7073740323047598,3,3,c3533b36-audio_sp16,Part2,Interviewee,c3533b36-Audio_SP16,ITW26b-Audio_SP16.v0.seg,ITW26b,M,18-24,Single,VE,Native,Caracas,Bachelor,Eng-Science,ENG,Student,Main_income,833.62,3,both
cafd9c21-Audio_SP27,e,-0.2426087225122269,0.6043571925857776,3,3,cafd9c21-audio_sp27,Part1,Interviewee,cafd9c21-Audio_SP27,ITW8-Audio_SP27.v0.seg,ITW8,M,25-34,Single,CO,Migrant,Barranquilla,Bachelor,Eng-Science,noENG,Employee,Extra_income,128.76,2,both
d4c363bf-Audio_SP13,e,-0.2765947426911391,0.4867068580630465,3,3,d4c363bf-audio_sp13,Part1,Interviewee,d4c363bf-Audio_SP13,ITW18-Audio_SP13.v0.seg,ITW18,F,18-24,Single,AR,Migrant,Victoria,Bachelor,Eng-Science,ENG,Not_in_work,Main_income,1004.9,4,both
dbeec025-Audio_SP13,e,-0.1057074803853918,0.5005137569858539,3,3,dbeec025-audio_sp13,Part1,Interviewee,dbeec025-Audio_SP13,ITW6-Audio_SP13.v0.seg,ITW6,M,35-44,Single,VE,Native,Caracas,Short HE,Bus-Econ,noENG,Independent,Extra_income,1016.88,4,both
e90f8e4d-Audio_SP22,e,-0.2470815255598575,0.6361482382973398,3,3,e90f8e4d-audio_sp22,Part1,Interviewee,e90f8e4d-Audio_SP22,ITW22-Audio_SP22.v0.seg,ITW22,M,25-34,Single,CO,Native,Turbaco,Bachelor,CompScience,ENG,Student,Extra_income,625.18,3,both
f061152e-Audio_SP12,e,-0.3563232515250605,0.2984606782725573,3,1,f061152e-audio_sp12,Part2,Interviewee,f061152e-Audio_SP12,ITW23b-Audio_SP12.v0.seg,ITW23b,F,25-34,Cohabitation,VE,Native,Puerto La Cruz,Bachelor,CompScience,ENG,Employee,Main_income,1653.98,4,both
fcd45f4d-Audio_SP21,e,-0.2513295013845255,0.7820702245340896,3,3,fcd45f4d-audio_sp21,Part2,Interviewee,fcd45f4d-Audio_SP21,ITW34-Audio_SP21.v0.seg,ITW34,M,25-34,Single,VE,Native,Caracas,Bachelor,Eng-Science,noENG,Independent,Extra_income,230.76,2,both
061ea7d0-Audio_SP16,i,-1.0831474154444918,1.1861214416635986,8,3,061ea7d0-audio_sp16,Part2,Interviewee,061ea7d0-Audio_SP16,ITW27-Audio_SP16.v0.seg,ITW27,M,25-34,Single,CO,Native,Corozal,Short HE,Eng-Science,noENG,Student,Main_income,477.91,2,both
0af9ac47-Audio_SP14,i,-1.2637958510548315,1.2083699962437056,8,5,0af9ac47-audio_sp14,Part2,Interviewee,0af9ac47-Audio_SP14,ITW23c-Audio_SP14.v0.seg,ITW23c,M,18-24,Single,VE,Native,Barquisimeto,Bachelor,Bus-Econ,ENG,Not_in_work,Main_income,530.27,3,both
0e6115f2-Audio_SP19,i,-1.0042509602214469,1.1938299717198984,8,1,0e6115f2-audio_sp19,Part1,Interviewee,0e6115f2-Audio_SP19,ITW5-Audio_SP19.v0.seg,ITW5,M,25-34,Cohabitation,PE,Native,Huaraz,Bachelor,Eng-Science,noENG,Student,Main_income,137.05,2,both
0f786745-Audio_SP20,i,-1.275781045061965,1.2916945416395471,8,5,0f786745-audio_sp20,Part2,Interviewee,0f786745-Audio_SP20,ITW31-Audio_SP20.v0.seg,ITW31,M,18-24,Cohabitation,DO,Native,Santo Domingo,Bachelor,CompScience,noENG,Independent,Extra_income,43.35,1,both
12c532f8-Audio_SP15,i,-1.2288978561329296,1.269994396383097,8,5,12c532f8-audio_sp15,Part1,Interviewee,12c532f8-Audio_SP15,ITW1-Audio_SP15.v0.seg,ITW1,M,45-64,Divorced,AR,Native,Lujan,Secondary/Vocational,Eng-Science,ENG,Independent,Extra_income,1071.71,4,both
181d5ce9-Audio_SP21,i,-1.1526444834797105,1.2105845794614405,8,5,181d5ce9-audio_sp21,Part2,Interviewee,181d5ce9-Audio_SP21,ITW22b-Audio_SP21.v0.seg,ITW22b,M,25-34,Single,VE,Native,Ciudad Bolívar,Bachelor,Eng-Science,ENG,Independent,Main_income,276.8,2,both
1c403477-Audio_SP13,i,-0.944643370751379,1.1459536743873624,8,1,1c403477-audio_sp13,Part2,Interviewee,1c403477-Audio_SP13,ITW41-Audio_SP13.v0.seg,ITW41,M,35-44,Married,SV,Native,San Salvador,Master,Bus-Econ,noENG,Employee,Extra_income,73.24,1,both
1d46eb6e-Audio_SP18,i,-1.0981478969595435,1.2360597993102456,8,7,1d46eb6e-audio_sp18,Part1,Interviewee,1d46eb6e-Audio_SP18,ITW9-Audio_SP18.v0.seg,ITW9,M,35-44,Cohabitation,VE,Native,San Cristóbal,Secondary/Vocational,CompScience,ENG,Not_in_work,Main_income,1096.45,4,both
2988c6fc-Audio_SP13,i,-1.1541379567468617,1.2211870500667237,8,5,2988c6fc-audio_sp13,Part2,Interviewee,2988c6fc-Audio_SP13,ITW42-Audio_SP13.v0.seg,ITW42,M,35-44,Cohabitation,VE,Native,Barinas,Secondary/Vocational,Bus-Econ,noENG,Employee,Main_income,194.03,2,both
2e25304d-Audio_SP12,i,-1.2616840525415285,1.4286932175043865,8,8,2e25304d-audio_sp12,Part2,Interviewee,2e25304d-Audio_SP12,ITW32-Audio_SP12.v0.seg,ITW32,F,25-34,Cohabitation,AR,Native,Buenos Aires,Secondary/Vocational,Eng-Science,ENG,Student,Extra_income,798.92,3,both
30a90cb2-Audio_SP21,i,-0.8509219794606684,0.9902565787614668,8,2,30a90cb2-audio_sp21,Part1,Interviewee,30a90cb2-Audio_SP21,ITW3-Audio_SP21.v0.seg,ITW3,M,25-34,Single,EC,Native,Quito,Master,Law-Soc,ENG,Employee,Main_income,617.4,3,both
3361ee02-Audio_SP10,i,-1.1213957996431696,1.0308381621021645,8,4,3361ee02-audio_sp10,Part2,Interviewee,3361ee02-Audio_SP10,ITW29-Audio_SP10.v0.seg,ITW29,M,18-24,Single,PY,Native,Itagua,Secondary/Vocational,CompScience,ENG,Student,Main_income,19.6,1,both
34ad326e-Audio_SP7,i,-1.1987797195212535,1.2250917790803733,8,5,34ad326e-audio_sp7,Part1,Interviewee,34ad326e-Audio_SP7,ITW2-Audio_SP7.v0.seg,ITW2,M,18-24,Single,CO,Native,Popayán,Bachelor,Bus-Econ,ENG,Student,Main_income,327.21,2,both
375a28cd-Audio_SP16,i,-1.1489762902329028,0.9197458480809124,8,4,375a28cd-audio_sp16,Part1,Interviewee,375a28cd-Audio_SP16,ITW17-Audio_SP16.v0.seg,ITW17,M,35-44,Single,AR,Native,Buenos Aires,Short HE,CompScience,ENG,Independent,Main_income,235.2,2,both
42d56bbf-Audio_SP23,i,-0.971538948756889,1.1542126535161317,8,1,42d56bbf-audio_sp23,Part2,Interviewee,42d56bbf-Audio_SP23,ITW21-Audio_SP23.v0.seg,ITW21,M,45-64,Married,VE,Native,San Antonio de los Altos,Master,Eng-Science,ENG,Not_in_work,Main_income,991.55,3,both
49ae7020-Audio_SP17,i,-1.024472527878491,1.2673857193912057,8,7,49ae7020-audio_sp17,Part1,Interviewee,49ae7020-Audio_SP17,ITW13-Audio_SP17.v0.seg,ITW13,M,25-34,Married,PE,Native,Chincha,Bachelor,Eng-Science,ENG,Not_in_work,Extra_income,2151.72,4,both
501e6487-Audio_SP19,i,-0.9996946881919266,1.2337582229445432,8,1,501e6487-audio_sp19,Part2,Interviewee,501e6487-Audio_SP19,ITW38-Audio_SP19.v0.seg,ITW38,M,35-44,Cohabitation,VE,Native,Merida,Bachelor,Eng-Science,noENG,Independent,Main_income,51.58,1,both
514fc6b6-Audio_SP19,i,-0.9496973919454156,1.313178439346943,8,7,514fc6b6-audio_sp19,Part1,Interviewee,514fc6b6-Audio_SP19,ITW10-Audio_SP19.v0.seg,ITW10,F,25-34,Single,VE,Native,Cua,Short HE,Law-Soc,ENG,Employee,Main_income,1164.84,4,both
51a17262-Audio_SP18,i,-0.8820839050389986,1.4595684458877134,8,6,51a17262-audio_sp18,Part1,Interviewee,51a17262-Audio_SP18,ITW23-Audio_SP18.v0.seg,ITW23,F,25-34,Single,VE,Native,Valencia,Bachelor,Law-Soc,noENG,Other,Main_income,1208.04,4,both
5278b5b9-Audio_SP15,i,-0.9222418780224046,1.1984454272984233,8,1,5278b5b9-audio_sp15,Part2,Interviewee,5278b5b9-Audio_SP15,ITW39-Audio_SP15.v0.seg,ITW39,M,18-24,Single,CO,Native,Alban,Secondary/Vocational,Bus-Econ,ENG,Other,Main_income,556.52,3,both
5586979c-Audio_SP18,i,-1.1447868778787438,1.2333907158409396,8,5,5586979c-audio_sp18,Part2,Interviewee,5586979c-Audio_SP18,ITW43-Audio_SP18.v0.seg,ITW43,M,18-24,Single,CO,Native,Turbaco,Bachelor,Bus-Econ,ENG,Student,Extra_income,1135.3,4,both
5819ce7a-Audio_SP11,i,-1.1299450602810066,1.0991543253979368,8,3,5819ce7a-audio_sp11,Part2,Interviewee,5819ce7a-Audio_SP11,ITW40-Audio_SP11.v0.seg,ITW40,F,18-24,Single,VE,Native,Caracas,Secondary/Vocational,Law-Soc,ENG,Student,Main_income,666.55,3,both
5a932187-audio_SP16,i,-1.0859117966690968,1.1449935382873957,8,3,5a932187-audio_sp16,Part2,Interviewee,5a932187-audio_SP16,ITW20b-audio_SP16.v0.seg,ITW20b,F,35-44,Divorced,VE,Native,Valencia,Secondary/Vocational,Law-Soc,ENG,Independent,Main_income,888.73,3,both
63239054-Audio_SP15,i,-1.2059664997331363,1.2090101765409655,8,5,63239054-audio_sp15,Part2,Interviewee,63239054-Audio_SP15,ITW26-Audio_SP15.v0.seg,ITW26,M,25-34,Single,CO,Native,Bogotá,Bachelor,Law-Soc,ENG,Employee,Extra_income,71.38,1,both
713a2f9b-Audio_SP16,i,-0.9371995095962496,1.1597668080101349,8,1,713a2f9b-audio_sp16,Part2,Interviewee,713a2f9b-Audio_SP16,ITW29b-Audio_SP16.v0.seg,ITW29b,M,25-34,,PE,Native,Lima,Bachelor,Eng-Science,ENG,Employee,Extra_income,301.53,2,both
7a414497-Audio_SP15,i,-1.266487947500603,1.2640298967853985,8,5,7a414497-audio_sp15,Part1,Interviewee,7a414497-Audio_SP15,ITW20-Audio_SP15.v0.seg,ITW20,F,35-44,Married,DO,Native,Montellano,Bachelor,Bus-Econ,ENG,Student,Main_income,696.86,3,both
7aee4437-Audio_SP12,i,-0.8023542828477147,1.2478960395965837,8,1,7aee4437-audio_sp12,Part1,Interviewee,7aee4437-Audio_SP12,ITW12-Audio_SP12.v0.seg,ITW12,M,18-24,Single,VE,Native,Maracay,Short HE,Eng-Science,ENG,Student,Main_income,654.16,3,both
7c3c98d2-Audio_SP13,i,-1.0792605757484734,1.4166122990039114,8,8,7c3c98d2-audio_sp13,Part2,Interviewee,7c3c98d2-Audio_SP13,ITW36-Audio_SP13.v0.seg,ITW36,F,18-24,Cohabitation,EC,Native,Quito,Bachelor,Eng-Science,ENG,Student,Main_income,447.88,2,both
7dec1dd7-Audio_SP13,i,-1.1782763520461028,1.3006315169365863,8,5,7dec1dd7-audio_sp13,Part1,Interviewee,7dec1dd7-Audio_SP13,ITW25-Audio_SP13.v0.seg,ITW25,M,18-24,Married,AR,Native,Buenos Aires,Bachelor,Eng-Science,ENG,Independent,Extra_income,1343.28,4,both
7e277fda-Audio_SP28,i,-1.0614413631190298,1.1923020352847398,8,3,7e277fda-audio_sp28,Part2,Interviewee,7e277fda-Audio_SP28,ITW19-Audio_SP28.v0.seg,ITW19,M,35-44,Married,VE,Native,Guacara,Short HE,Eng-Science,ENG,Employee,Main_income,847.28,3,both
85c7895f-Audio_SP16,i,-1.017290805364937,1.1253149411848704,8,3,85c7895f-audio_sp16,Part2,Interviewee,85c7895f-Audio_SP16,ITW37-Audio_SP16.v0.seg,ITW37,M,35-44,Married,CO,Native,Bogotá,Bachelor,Eng-Science,ENG,Employee,Extra_income,362.23,2,both
919b9bc1-Audio_SP14,i,-1.113465210458785,1.1896499922596595,8,3,919b9bc1-audio_sp14,Part2,Interviewee,919b9bc1-Audio_SP14,ITW33-Audio_SP14.v0.seg,ITW33,M,25-34,Married,PE,Native,Trujillo,Bachelor,Bus-Econ,noENG,Independent,Main_income,295.96,2,both
9a0c18cb-Audio_SP14,i,-1.3517323642691172,1.0826264089548077,8,4,9a0c18cb-audio_sp14,Part2,Interviewee,9a0c18cb-Audio_SP14,ITW29c-Audio_SP14.v0.seg,ITW29c,M,25-34,Married,VE,Native,Caracas,Bachelor,Eng-Science,ENG,Student,Main_income,976.5,3,both
a1a056ce-Audio_SP11,i,-0.8847955612011821,1.1065902920291544,8,1,a1a056ce-audio_sp11,Part1,Interviewee,a1a056ce-Audio_SP11,ITW14-Audio_SP11.v0.seg,ITW14,F,18-24,Single,PE,Native,Lima,Bachelor,Law-Soc,ENG,Student,Main_income,2153.38,4,both
a452055c-Audio_SP11,i,-1.0920558197554044,1.2828890744251034,8,7,a452055c-audio_sp11,Part2,Interviewee,a452055c-Audio_SP11,ITW35-Audio_SP11.v0.seg,ITW35,M,45-64,Married,EC,Migrant,Quevedo,Master,Eng-Science,ENG,Employee,Extra_income,513.67,3,both
adad0062-Audio_SP17,i,-1.1218051894307788,1.11865268546337,8,3,adad0062-audio_sp17,Part1,Interviewee,adad0062-Audio_SP17,ITW15-Audio_SP17.v0.seg,ITW15,M,25-34,Cohabitation,EC,Migrant,Cuenca,Bachelor,Eng-Science,ENG,Independent,Main_income,757.84,3,both
c3533b36-Audio_SP16,i,-1.310322396079983,1.2305765976158276,8,5,c3533b36-audio_sp16,Part2,Interviewee,c3533b36-Audio_SP16,ITW26b-Audio_SP16.v0.seg,ITW26b,M,18-24,Single,VE,Native,Caracas,Bachelor,Eng-Science,ENG,Student,Main_income,833.62,3,both
cafd9c21-Audio_SP27,i,-1.2671425859993224,1.1985989368635843,8,5,cafd9c21-audio_sp27,Part1,Interviewee,cafd9c21-Audio_SP27,ITW8-Audio_SP27.v0.seg,ITW8,M,25-34,Single,CO,Migrant,Barranquilla,Bachelor,Eng-Science,noENG,Employee,Extra_income,128.76,2,both
d4c363bf-Audio_SP13,i,-0.8896991994558723,1.212543280726204,8,1,d4c363bf-audio_sp13,Part1,Interviewee,d4c363bf-Audio_SP13,ITW18-Audio_SP13.v0.seg,ITW18,F,18-24,Single,AR,Migrant,Victoria,Bachelor,Eng-Science,ENG,Not_in_work,Main_income,1004.9,4,both
dbeec025-Audio_SP13,i,-1.4324860164021174,1.320629711374932,8,5,dbeec025-audio_sp13,Part1,Interviewee,dbeec025-Audio_SP13,ITW6-Audio_SP13.v0.seg,ITW6,M,35-44,Single,VE,Native,Caracas,Short HE,Bus-Econ,noENG,Independent,Extra_income,1016.88,4,both
e90f8e4d-Audio_SP22,i,-0.9472518768853272,1.236981635689315,8,1,e90f8e4d-audio_sp22,Part1,Interviewee,e90f8e4d-Audio_SP22,ITW22-Audio_SP22.v0.seg,ITW22,M,25-34,Single,CO,Native,Turbaco,Bachelor,CompScience,ENG,Student,Extra_income,625.18,3,both
f061152e-Audio_SP12,i,-0.8672930719284199,1.3949934693120654,8,6,f061152e-audio_sp12,Part2,Interviewee,f061152e-Audio_SP12,ITW23b-Audio_SP12.v0.seg,ITW23b,F,25-34,Cohabitation,VE,Native,Puerto La Cruz,Bachelor,CompScience,ENG,Employee,Main_income,1653.98,4,both
fcd45f4d-Audio_SP21,i,-1.0679629147877605,1.1821802911537111,8,3,fcd45f4d-audio_sp21,Part2,Interviewee,fcd45f4d-Audio_SP21,ITW34-Audio_SP21.v0.seg,ITW34,M,25-34,Single,VE,Native,Caracas,Bachelor,Eng-Science,noENG,Independent,Extra_income,230.76,2,both
061ea7d0-Audio_SP16,o,-0.1524207994931286,-1.2484693325317302,4,1,061ea7d0-audio_sp16,Part2,Interviewee,061ea7d0-Audio_SP16,ITW27-Audio_SP16.v0.seg,ITW27,M,25-34,Single,CO,Native,Corozal,Short HE,Eng-Science,noENG,Student,Main_income,477.91,2,both
0af9ac47-Audio_SP14,o,0.0508669375508655,-1.1761245009490444,4,4,0af9ac47-audio_sp14,Part2,Interviewee,0af9ac47-Audio_SP14,ITW23c-Audio_SP14.v0.seg,ITW23c,M,18-24,Single,VE,Native,Barquisimeto,Bachelor,Bus-Econ,ENG,Not_in_work,Main_income,530.27,3,both
0e6115f2-Audio_SP19,o,-0.0546289933730811,-1.080015674154231,4,4,0e6115f2-audio_sp19,Part1,Interviewee,0e6115f2-Audio_SP19,ITW5-Audio_SP19.v0.seg,ITW5,M,25-34,Cohabitation,PE,Native,Huaraz,Bachelor,Eng-Science,noENG,Student,Main_income,137.05,2,both
0f786745-Audio_SP20,o,-0.0845094472746582,-0.6759859305181164,4,3,0f786745-audio_sp20,Part2,Interviewee,0f786745-Audio_SP20,ITW31-Audio_SP20.v0.seg,ITW31,M,18-24,Cohabitation,DO,Native,Santo Domingo,Bachelor,CompScience,noENG,Independent,Extra_income,43.35,1,both
12c532f8-Audio_SP15,o,-0.0562416353297597,-1.1065179021154918,4,4,12c532f8-audio_sp15,Part1,Interviewee,12c532f8-Audio_SP15,ITW1-Audio_SP15.v0.seg,ITW1,M,45-64,Divorced,AR,Native,Lujan,Secondary/Vocational,Eng-Science,ENG,Independent,Extra_income,1071.71,4,both
181d5ce9-Audio_SP21,o,0.0025707908067146,-1.0666215843164757,4,4,181d5ce9-audio_sp21,Part2,Interviewee,181d5ce9-Audio_SP21,ITW22b-Audio_SP21.v0.seg,ITW22b,M,25-34,Single,VE,Native,Ciudad Bolívar,Bachelor,Eng-Science,ENG,Independent,Main_income,276.8,2,both
1c403477-Audio_SP13,o,-0.0628103392539349,-1.1018428361423114,4,4,1c403477-audio_sp13,Part2,Interviewee,1c403477-Audio_SP13,ITW41-Audio_SP13.v0.seg,ITW41,M,35-44,Married,SV,Native,San Salvador,Master,Bus-Econ,noENG,Employee,Extra_income,73.24,1,both
1d46eb6e-Audio_SP18,o,-0.2402388588015616,-1.148612052975306,4,2,1d46eb6e-audio_sp18,Part1,Interviewee,1d46eb6e-Audio_SP18,ITW9-Audio_SP18.v0.seg,ITW9,M,35-44,Cohabitation,VE,Native,San Cristóbal,Secondary/Vocational,CompScience,ENG,Not_in_work,Main_income,1096.45,4,both
2988c6fc-Audio_SP13,o,-0.1584503048274386,-1.3064716506270004,4,1,2988c6fc-audio_sp13,Part2,Interviewee,2988c6fc-Audio_SP13,ITW42-Audio_SP13.v0.seg,ITW42,M,35-44,Cohabitation,VE,Native,Barinas,Secondary/Vocational,Bus-Econ,noENG,Employee,Main_income,194.03,2,both
2e25304d-Audio_SP12,o,0.0270857584552753,-1.0585366823142026,4,4,2e25304d-audio_sp12,Part2,Interviewee,2e25304d-Audio_SP12,ITW32-Audio_SP12.v0.seg,ITW32,F,25-34,Cohabitation,AR,Native,Buenos Aires,Secondary/Vocational,Eng-Science,ENG,Student,Extra_income,798.92,3,both
30a90cb2-Audio_SP21,o,0.0187334297275601,-0.8863161172944531,4,3,30a90cb2-audio_sp21,Part1,Interviewee,30a90cb2-Audio_SP21,ITW3-Audio_SP21.v0.seg,ITW3,M,25-34,Single,EC,Native,Quito,Master,Law-Soc,ENG,Employee,Main_income,617.4,3,both
3361ee02-Audio_SP10,o,0.0576689640466581,-1.12148869778437,4,4,3361ee02-audio_sp10,Part2,Interviewee,3361ee02-Audio_SP10,ITW29-Audio_SP10.v0.seg,ITW29,M,18-24,Single,PY,Native,Itagua,Secondary/Vocational,CompScience,ENG,Student,Main_income,19.6,1,both
34ad326e-Audio_SP7,o,-0.0489008836044214,-0.7776666579532888,4,3,34ad326e-audio_sp7,Part1,Interviewee,34ad326e-Audio_SP7,ITW2-Audio_SP7.v0.seg,ITW2,M,18-24,Single,CO,Native,Popayán,Bachelor,Bus-Econ,ENG,Student,Main_income,327.21,2,both
375a28cd-Audio_SP16,o,0.0967147679062349,-0.957662562538278,4,4,375a28cd-audio_sp16,Part1,Interviewee,375a28cd-Audio_SP16,ITW17-Audio_SP16.v0.seg,ITW17,M,35-44,Single,AR,Native,Buenos Aires,Short HE,CompScience,ENG,Independent,Main_income,235.2,2,both
42d56bbf-Audio_SP23,o,-0.1359769086687683,-1.1527264271957056,4,4,42d56bbf-audio_sp23,Part2,Interviewee,42d56bbf-Audio_SP23,ITW21-Audio_SP23.v0.seg,ITW21,M,45-64,Married,VE,Native,San Antonio de los Altos,Master,Eng-Science,ENG,Not_in_work,Main_income,991.55,3,both
49ae7020-Audio_SP17,o,0.0178745171344382,-1.149984012739519,4,4,49ae7020-audio_sp17,Part1,Interviewee,49ae7020-Audio_SP17,ITW13-Audio_SP17.v0.seg,ITW13,M,25-34,Married,PE,Native,Chincha,Bachelor,Eng-Science,ENG,Not_in_work,Extra_income,2151.72,4,both
501e6487-Audio_SP19,o,-0.1170870747451439,-1.0619072841887172,4,4,501e6487-audio_sp19,Part2,Interviewee,501e6487-Audio_SP19,ITW38-Audio_SP19.v0.seg,ITW38,M,35-44,Cohabitation,VE,Native,Merida,Bachelor,Eng-Science,noENG,Independent,Main_income,51.58,1,both
514fc6b6-Audio_SP19,o,-0.210730311910319,-1.0976942758172104,4,2,514fc6b6-audio_sp19,Part1,Interviewee,514fc6b6-Audio_SP19,ITW10-Audio_SP19.v0.seg,ITW10,F,25-34,Single,VE,Native,Cua,Short HE,Law-Soc,ENG,Employee,Main_income,1164.84,4,both
51a17262-Audio_SP18,o,-0.2761280039124397,-1.1898352315843606,4,2,51a17262-audio_sp18,Part1,Interviewee,51a17262-Audio_SP18,ITW23-Audio_SP18.v0.seg,ITW23,F,25-34,Single,VE,Native,Valencia,Bachelor,Law-Soc,noENG,Other,Main_income,1208.04,4,both
5278b5b9-Audio_SP15,o,0.1057728332350023,-1.1003084214254892,4,4,5278b5b9-audio_sp15,Part2,Interviewee,5278b5b9-Audio_SP15,ITW39-Audio_SP15.v0.seg,ITW39,M,18-24,Single,CO,Native,Alban,Secondary/Vocational,Bus-Econ,ENG,Other,Main_income,556.52,3,both
5586979c-Audio_SP18,o,-0.1168823453286442,-1.240465791788473,4,1,5586979c-audio_sp18,Part2,Interviewee,5586979c-Audio_SP18,ITW43-Audio_SP18.v0.seg,ITW43,M,18-24,Single,CO,Native,Turbaco,Bachelor,Bus-Econ,ENG,Student,Extra_income,1135.3,4,both
5819ce7a-Audio_SP11,o,-0.2317945047816671,-1.3722824010754178,4,1,5819ce7a-audio_sp11,Part2,Interviewee,5819ce7a-Audio_SP11,ITW40-Audio_SP11.v0.seg,ITW40,F,18-24,Single,VE,Native,Caracas,Secondary/Vocational,Law-Soc,ENG,Student,Main_income,666.55,3,both
5a932187-audio_SP16,o,-0.0208160998392105,-0.8730699290243848,4,3,5a932187-audio_sp16,Part2,Interviewee,5a932187-audio_SP16,ITW20b-audio_SP16.v0.seg,ITW20b,F,35-44,Divorced,VE,Native,Valencia,Secondary/Vocational,Law-Soc,ENG,Independent,Main_income,888.73,3,both
63239054-Audio_SP15,o,0.0337904779648112,-0.9750489247724856,4,4,63239054-audio_sp15,Part2,Interviewee,63239054-Audio_SP15,ITW26-Audio_SP15.v0.seg,ITW26,M,25-34,Single,CO,Native,Bogotá,Bachelor,Law-Soc,ENG,Employee,Extra_income,71.38,1,both
713a2f9b-Audio_SP16,o,0.0353033274096245,-1.0796186977231368,4,4,713a2f9b-audio_sp16,Part2,Interviewee,713a2f9b-Audio_SP16,ITW29b-Audio_SP16.v0.seg,ITW29b,M,25-34,,PE,Native,Lima,Bachelor,Eng-Science,ENG,Employee,Extra_income,301.53,2,both
7a414497-Audio_SP15,o,-0.106255190399828,-1.1187493435625455,4,4,7a414497-audio_sp15,Part1,Interviewee,7a414497-Audio_SP15,ITW20-Audio_SP15.v0.seg,ITW20,F,35-44,Married,DO,Native,Montellano,Bachelor,Bus-Econ,ENG,Student,Main_income,696.86,3,both
7aee4437-Audio_SP12,o,-0.3396146372823951,-1.1623096802508384,4,2,7aee4437-audio_sp12,Part1,Interviewee,7aee4437-Audio_SP12,ITW12-Audio_SP12.v0.seg,ITW12,M,18-24,Single,VE,Native,Maracay,Short HE,Eng-Science,ENG,Student,Main_income,654.16,3,both
7c3c98d2-Audio_SP13,o,0.0318344966426286,-1.0952742147553636,4,4,7c3c98d2-audio_sp13,Part2,Interviewee,7c3c98d2-Audio_SP13,ITW36-Audio_SP13.v0.seg,ITW36,F,18-24,Cohabitation,EC,Native,Quito,Bachelor,Eng-Science,ENG,Student,Main_income,447.88,2,both
7dec1dd7-Audio_SP13,o,-0.0800874623930855,-1.076813609539176,4,4,7dec1dd7-audio_sp13,Part1,Interviewee,7dec1dd7-Audio_SP13,ITW25-Audio_SP13.v0.seg,ITW25,M,18-24,Married,AR,Native,Buenos Aires,Bachelor,Eng-Science,ENG,Independent,Extra_income,1343.28,4,both
7e277fda-Audio_SP28,o,-0.1528451330122771,-0.891107416703333,4,3,7e277fda-audio_sp28,Part2,Interviewee,7e277fda-Audio_SP28,ITW19-Audio_SP28.v0.seg,ITW19,M,35-44,Married,VE,Native,Guacara,Short HE,Eng-Science,ENG,Employee,Main_income,847.28,3,both
85c7895f-Audio_SP16,o,-0.2243406961814027,-1.3201734981969246,4,1,85c7895f-audio_sp16,Part2,Interviewee,85c7895f-Audio_SP16,ITW37-Audio_SP16.v0.seg,ITW37,M,35-44,Married,CO,Native,Bogotá,Bachelor,Eng-Science,ENG,Employee,Extra_income,362.23,2,both
919b9bc1-Audio_SP14,o,0.0538671315588995,-1.1209762107311358,4,4,919b9bc1-audio_sp14,Part2,Interviewee,919b9bc1-Audio_SP14,ITW33-Audio_SP14.v0.seg,ITW33,M,25-34,Married,PE,Native,Trujillo,Bachelor,Bus-Econ,noENG,Independent,Main_income,295.96,2,both
9a0c18cb-Audio_SP14,o,0.031137357880512,-1.02897191314349,4,4,9a0c18cb-audio_sp14,Part2,Interviewee,9a0c18cb-Audio_SP14,ITW29c-Audio_SP14.v0.seg,ITW29c,M,25-34,Married,VE,Native,Caracas,Bachelor,Eng-Science,ENG,Student,Main_income,976.5,3,both
a1a056ce-Audio_SP11,o,-0.1937681213977687,-1.1908074036023464,4,2,a1a056ce-audio_sp11,Part1,Interviewee,a1a056ce-Audio_SP11,ITW14-Audio_SP11.v0.seg,ITW14,F,18-24,Single,PE,Native,Lima,Bachelor,Law-Soc,ENG,Student,Main_income,2153.38,4,both
a452055c-Audio_SP11,o,-0.3673936057065389,-1.09152736777281,4,2,a452055c-audio_sp11,Part2,Interviewee,a452055c-Audio_SP11,ITW35-Audio_SP11.v0.seg,ITW35,M,45-64,Married,EC,Migrant,Quevedo,Master,Eng-Science,ENG,Employee,Extra_income,513.67,3,both
adad0062-Audio_SP17,o,-0.1001305234239733,-1.2901208336857526,4,1,adad0062-audio_sp17,Part1,Interviewee,adad0062-Audio_SP17,ITW15-Audio_SP17.v0.seg,ITW15,M,25-34,Cohabitation,EC,Migrant,Cuenca,Bachelor,Eng-Science,ENG,Independent,Main_income,757.84,3,both
