vowel,social_variable,cluster,category,observed,expected,std_residual,row_percent,column_percent,total_percent
a,Part,1,Part1,7,8.372093023255815,-0.47420544180090546,35.0,38.88888888888889,16.27906976744186
a,Part,1,Part2,13,11.627906976744185,0.40237666028757957,65.0,52.0,30.23255813953488
a,Part,2,Part1,0,0.8372093023255814,-0.914991421995628,0.0,0.0,0.0
a,Part,2,Part2,2,1.1627906976744187,0.7763959670647564,100.0,8.0,4.651162790697675
a,Part,3,Part1,11,8.790697674418604,0.745149608447102,52.38095238095239,61.111111111111114,25.581395348837212
a,Part,3,Part2,10,12.209302325581396,-0.6322804093577358,47.61904761904761,40.0,23.25581395348837
e,Part,1,Part1,3,2.511627906976744,0.3081578172139683,50.0,16.666666666666664,6.976744186046512
e,Part,1,Part2,3,3.488372093023256,-0.2614805786731699,50.0,12.0,6.976744186046512
e,Part,2,Part1,1,1.255813953488372,-0.22827669566705314,33.33333333333333,5.555555555555555,2.3255813953488373
e,Part,2,Part2,2,1.744186046511628,0.19369919939163727,66.66666666666666,8.0,4.651162790697675
e,Part,3,Part1,14,14.232558139534884,-0.0616438934546092,41.17647058823529,77.77777777777779,32.55813953488372
e,Part,3,Part2,20,19.767441860465116,0.05230657809659424,58.82352941176471,80.0,46.51162790697674
i,Part,1,Part1,5,4.186046511627907,0.39783003135777606,50.0,27.77777777777778,11.627906976744185
i,Part,1,Part2,5,5.813953488372093,-0.33756997551928836,50.0,20.0,11.627906976744185
i,Part,2,Part1,1,0.4186046511627907,0.8986064433619866,100.0,5.555555555555555,2.3255813953488373
i,Part,2,Part2,0,0.5813953488372093,-0.7624928516630233,0.0,0.0,0.0
i,Part,3,Part1,1,3.3488372093023258,-1.283529633632756,12.5,5.555555555555555,2.3255813953488373
i,Part,3,Part2,7,4.651162790697675,1.0891110093547278,87.5,28.000000000000004,16.27906976744186
i,Part,4,Part1,1,1.255813953488372,-0.22827669566705314,33.33333333333333,5.555555555555555,2.3255813953488373
i,Part,4,Part2,2,1.744186046511628,0.19369919939163727,66.66666666666666,8.0,4.651162790697675
i,Part,5,Part1,6,5.441860465116279,0.2392594418218317,46.15384615384615,33.33333333333333,13.953488372093023
i,Part,5,Part2,7,7.558139534883721,-0.20301836853015054,53.84615384615385,28.000000000000004,16.27906976744186
i,Part,6,Part1,1,0.8372093023255814,0.17791499872137206,50.0,5.555555555555555,2.3255813953488373
i,Part,6,Part2,1,1.1627906976744187,-0.15096588248481382,50.0,4.0,2.3255813953488373
i,Part,7,Part1,3,1.6744186046511629,1.0244113454326649,75.0,16.666666666666664,6.976744186046512
i,Part,7,Part2,1,2.3255813953488373,-0.8692418508958466,25.0,4.0,2.3255813953488373
i,Part,8,Part1,0,0.8372093023255814,-0.914991421995628,0.0,0.0,0.0
i,Part,8,Part2,2,1.1627906976744187,0.7763959670647564,100.0,8.0,4.651162790697675
o,Part,1,Part1,2,2.9302325581395348,-0.5434260972928149,28.57142857142857,11.11111111111111,4.651162790697675
o,Part,1,Part2,5,4.069767441860465,0.4611123341633879,71.42857142857143,20.0,11.627906976744185
o,Part,2,Part1,6,3.7674418604651163,1.150216247503343,66.66666666666666,33.33333333333333,13.953488372093023
o,Part,2,Part2,3,5.232558139534884,-0.97599085012867,33.33333333333333,12.0,6.976744186046512
o,Part,3,Part1,2,2.0930232558139537,-0.06429904295605507,40.0,11.11111111111111,4.651162790697675
o,Part,3,Part2,3,2.9069767441860463,0.05455954715763798,60.0,12.0,6.976744186046512
o,Part,4,Part1,8,9.209302325581396,-0.39849375788880925,36.36363636363637,44.44444444444444,18.6046511627907
o,Part,4,Part2,14,12.790697674418604,0.3381331661564248,63.63636363636363,56.00000000000001,32.55813953488372
u,Part,1,Part1,10,11.30232558139535,-0.38737863507136305,37.03703703703704,55.55555555555556,23.25581395348837
u,Part,1,Part2,17,15.69767441860465,0.3287016716948997,62.96296296296296,68.0,39.53488372093023
u,Part,2,Part1,1,0.8372093023255814,0.17791499872137206,50.0,5.555555555555555,2.3255813953488373
u,Part,2,Part2,1,1.1627906976744187,-0.15096588248481382,50.0,4.0,2.3255813953488373
u,Part,3,Part1,7,5.8604651162790695,0.4707188411251253,50.0,38.88888888888889,16.27906976744186
u,Part,3,Part2,7,8.13953488372093,-0.3994181815102191,50.0,28.000000000000004,16.27906976744186
a,Sex,1,F,4,4.651162790697675,-0.30193176496962765,20.0,40.0,9.30232558139535
a,Sex,1,M,16,15.348837209302326,0.1662079663861041,80.0,48.484848484848484,37.2093023255814
a,Sex,2,F,0,0.46511627906976744,-0.6819943394704735,0.0,0.0,0.0
a,Sex,2,M,2,1.5348837209302326,0.37542552788913885,100.0,6.0606060606060606,4.651162790697675
a,Sex,3,F,6,4.883720930232558,0.5051232539302954,28.57142857142857,60.0,13.953488372093023
a,Sex,3,M,15,16.11627906976744,-0.27806119974998794,71.42857142857143,45.45454545454545,34.883720930232556
e,Sex,1,F,2,1.3953488372093024,0.5118745001228026,33.33333333333333,20.0,4.651162790697675
e,Sex,1,M,4,4.604651162790698,-0.2817776384636873,66.66666666666666,12.121212121212121,9.30232558139535
e,Sex,2,F,0,0.6976744186046512,-0.8352690695845568,0.0,0.0,0.0
e,Sex,2,M,3,2.302325581395349,0.45980048987170274,100.0,9.090909090909092,6.976744186046512
e,Sex,3,F,8,7.906976744186046,0.03308158467894253,23.52941176470588,80.0,18.6046511627907
e,Sex,3,M,26,26.093023255813954,-0.018210813012237547,76.47058823529412,78.78787878787878,60.46511627906976
i,Sex,1,F,2,2.3255813953488373,-0.2134979984656466,20.0,20.0,4.651162790697675
i,Sex,1,M,8,7.674418604651163,0.11752678011883996,80.0,24.242424242424242,18.6046511627907
i,Sex,2,F,0,0.23255813953488372,-0.48224282217041214,0.0,0.0,0.0
i,Sex,2,M,1,0.7674418604651163,0.2654659366009494,100.0,3.0303030303030303,2.3255813953488373
i,Sex,3,F,2,1.8604651162790697,0.10229915092057104,25.0,20.0,4.651162790697675
i,Sex,3,M,6,6.1395348837209305,-0.05631382918337093,75.0,18.181818181818183,13.953488372093023
i,Sex,4,F,0,0.6976744186046512,-0.8352690695845568,0.0,0.0,0.0
i,Sex,4,M,3,2.302325581395349,0.45980048987170274,100.0,9.090909090909092,6.976744186046512
i,Sex,5,F,1,3.0232558139534884,-1.163625818174691,7.6923076923076925,10.0,2.3255813953488373
i,Sex,5,M,12,9.976744186046512,0.6405549309879248,92.3076923076923,36.36363636363637,27.906976744186046
i,Sex,6,F,2,0.46511627906976744,2.2505813202525626,100.0,20.0,4.651162790697675
i,Sex,6,M,0,1.5348837209302326,-1.2389042420341583,0.0,0.0,0.0
i,Sex,7,F,1,0.9302325581395349,0.07233642332556184,25.0,10.0,2.3255813953488373
i,Sex,7,M,3,3.0697674418604652,-0.039819890490142486,75.0,9.090909090909092,6.976744186046512
i,Sex,8,F,2,0.46511627906976744,2.2505813202525626,100.0,20.0,4.651162790697675
i,Sex,8,M,0,1.5348837209302326,-1.2389042420341583,0.0,0.0,0.0
o,Sex,1,F,2,1.627906976744186,0.2916330466305957,28.57142857142857,20.0,4.651162790697675
o,Sex,1,M,5,5.372093023255814,-0.16053870852684596,71.42857142857143,15.151515151515152,11.627906976744185
o,Sex,2,F,4,2.0930232558139537,1.3181303805991262,44.44444444444444,40.0,9.30232558139535
o,Sex,2,M,5,6.906976744186046,-0.7256068933759284,55.55555555555556,15.151515151515152,11.627906976744185
o,Sex,3,F,1,1.1627906976744187,-0.15096588248481382,20.0,10.0,2.3255813953488373
o,Sex,3,M,4,3.8372093023255816,0.08310398319305205,80.0,12.121212121212121,9.30232558139535
o,Sex,4,F,3,5.116279069767442,-0.9356120878111565,13.636363636363635,30.0,6.976744186046512
o,Sex,4,M,19,16.88372093023256,0.5150375034471525,86.36363636363636,57.57575757575758,44.18604651162791
u,Sex,1,F,3,6.27906976744186,-1.3085882090158056,11.11111111111111,30.0,6.976744186046512
u,Sex,1,M,24,20.72093023255814,0.7203541007990013,88.88888888888889,72.72727272727273,55.81395348837209
u,Sex,2,F,0,0.46511627906976744,-0.6819943394704735,0.0,0.0,0.0
