center_f1,center_f2,cov_00_f2,cov_01,cov_11_f1,det_cov,region_level,chi2_q,width_f2_axis,height_f1_axis,angle_degrees,ellipse_area_analytic,raw_n_tokens,filtered_n_tokens,removed_outliers,removed_outliers_percent,audio,half,vowel
396.39593481866837,2344.0195752276413,79324.3874454082,-6890.299549421781,5248.714002600584,368874795.2516651,0.8,3.218875824868201,1014.6542905540822,243.71687959736673,174.73075260847617,194219.8375682379,465,456,9,1.935483870967742,5819ce7a-Audio_SP11,H1,i
516.7670701665642,2101.6221544182863,32953.51275506669,-2580.0468669296047,4007.780099285392,125413790.78575037,0.8,3.218875824868201,653.6290079337117,220.6000183286091,174.94609254790313,113247.00974495686,593,564,29,4.8903878583473865,5819ce7a-Audio_SP11,H1,e
774.1723997601559,1703.1513171295028,64923.98099386437,-3956.937885169924,11139.043094381714,707533664.7223812,0.8,3.218875824868201,916.3280278744937,373.75481662144875,175.8148015080367,268984.74481057865,634,632,2,0.31545741324921134,5819ce7a-Audio_SP11,H1,a
537.7010059321025,1111.3231336442925,58789.591105441345,3755.479219523486,4366.983722874853,242629563.26365757,0.8,3.218875824868201,871.9326367859895,230.01340068095604,-176.07107465193104,157516.46403157737,454,427,27,5.947136563876652,5819ce7a-Audio_SP11,H1,o
465.4532279172255,957.5049049155782,78833.06074961336,2819.2833212216087,3665.8682366966127,281043254.9582636,0.8,3.218875824868201,1008.1542096019651,214.1035310966246,-177.8550340355095,169527.70361103144,68,62,6,8.823529411764707,5819ce7a-Audio_SP11,H1,u
398.37469311691916,2398.2996473090143,65241.411268024036,-6225.212678972336,5626.489754413491,328326859.16457677,0.8,3.218875824868201,921.030143566337,253.3048915502406,174.10174081817124,183234.5229892314,382,378,4,1.0471204188481675,5819ce7a-Audio_SP11,H2,i
514.5523436855483,2107.3874925041564,37150.10749040257,-4573.016402588818,5014.406747356216,165373270.6465369,0.8,3.218875824868201,697.5256296406321,237.3759427224483,172.0566483221586,130042.93229319587,497,481,16,3.2193158953722336,5819ce7a-Audio_SP11,H2,e
769.5765110289908,1674.7206194922542,42271.280099853364,-4522.058895218989,8677.461066803366,346358370.6585886,0.8,3.218875824868201,742.9430744471709,322.5310421126313,172.46605167165995,188198.83895583093,516,508,8,1.550387596899225,5819ce7a-Audio_SP11,H2,a
538.9987863146434,1115.8416855990058,84935.71211371878,9381.746792476524,6205.7853902791385,439075628.4701274,0.8,3.218875824868201,1052.5139380443445,256.3338878377249,-173.2974590887116,211896.48943743668,365,348,17,4.657534246575342,5819ce7a-Audio_SP11,H2,o
442.6455291523505,928.9318776997407,69060.03876959144,4606.504957300667,2499.921969865133,151424820.23820382,0.8,3.218875824868201,945.1286122026166,167.63775531476622,-176.05969992176097,124437.88734692697,76,66,10,13.157894736842104,5819ce7a-Audio_SP11,H2,u
