half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,329.14857992559723,213.8180205178891,1.5393865265816498,True
H1,i,a,i-a,688.8682747500168,226.07650388562197,3.047058243162382,False
H1,i,o,i-o,1067.083148745569,231.7281865009743,4.604891467275529,False
H1,i,u,i-u,1115.7610565910325,281.09363500805233,3.9693572448165533,True
H1,e,a,e-a,360.57894949887196,151.75236099994976,2.3761010841801093,True
H1,e,o,e-o,748.8682140962603,160.05044791859765,4.678951067210621,False
H1,e,u,e-u,804.6094698011698,225.68080357432606,3.5652543639414085,False
H1,a,o,a-o,442.0994403586432,176.09254836562772,2.510608452554705,True
H1,a,u,a-u,516.1277172258644,237.3273368428314,2.174750385235507,False
H1,o,u,o-u,85.65802939709356,242.71718444064777,0.35291291630008065,True
H2,i,e,i-e,299.6572919742599,229.96598091356992,1.3030505241854997,True
H2,i,a,i-a,689.4104539882986,254.75126700280452,2.706210108783125,False
H2,i,o,i-o,1115.6840311878884,244.44174641513604,4.564212322772066,False
H2,i,u,i-u,1149.2995703445717,279.92721829801445,4.105708538570949,True
H2,e,a,e-a,390.1510609509595,159.86510738334994,2.4405016662916528,True
H2,e,o,e-o,830.0973384063957,142.86501289552132,5.81036127448121,False
H2,e,u,e-u,871.0033617420132,197.5294713788807,4.409485610738786,False
H2,a,o,a-o,501.66331694084425,180.06739730342989,2.7859752762211367,True
H2,a,u,a-u,563.0065619428274,225.90207552214707,2.4922593590231585,False
H2,o,u,o-u,80.05939951614705,214.20855976398633,0.3737450996559428,True
