half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,235,335.61565993138623,2191.596975050916,358.88435866066186,2181.733775605523,110.13824541821718,309.38566506932636,100.04674103306627,450.26484486561003,271.66146660554386,249.69757515161442
H1,e,300,456.36666410497895,1885.3977218543967,459.87273367179006,1890.3152574231797,57.78417339233884,167.84337623640664,60.14001711710995,170.74301236243014,132.8018801000267,101.77993539279929
H1,a,238,621.4578426464166,1564.832468607091,660.3614704760716,1543.3957011692955,140.7338312293602,149.06917538213023,145.80280737217402,153.48253041553357,168.58593885616995,131.03430778873377
H1,o,304,505.7019536765258,1138.156374439377,503.7097872901615,1145.076542489111,54.66973600282508,217.83424785364477,49.98667781981561,289.2221854171353,183.29198673096872,157.69439109389333
H1,u,66,441.9764031333848,1080.9169456497139,431.1555503470031,1079.0334869545522,60.34345503348553,361.76683461052,86.1934536750714,484.42969862809207,290.2194184506013,255.43564507991235
H2,i,219,324.67611876496306,2175.190710521409,352.4238941934336,2183.072966659112,119.06185789508727,353.2462441946914,97.2966589095588,479.36578273756777,303.6868582246927,249.54118831776378
H2,e,289,444.74167165778255,1900.6387925862243,445.08371667674845,1902.5728720675495,58.37672325832458,138.45425893079366,57.83624904394071,144.4559695906321,116.37438247611118,97.04064660124685
H2,a,263,625.1756577835117,1554.7176642752472,660.4611068498856,1532.04956883248,148.27533839524912,168.29917999090753,149.46021765024523,221.36691563619115,193.831649171862,173.1263396922877
H2,o,257,489.5016330936224,1071.7490911894436,488.77807781916914,1081.9979041769009,62.145253903410165,196.37164052777987,63.5716066017651,227.50210340381432,165.1600040039317,134.29823848724044
H2,u,46,421.21835760535475,1029.9531375637707,421.2770079668315,1069.134257034043,79.60029615345141,302.465377025438,83.65518132628705,322.58858317979093,253.95430145942376,184.44042268549728
