half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,329.14857992559723,271.66146660554386,213.8180205178891,1.5393865265816498,0.6496094273480439,-0.03638564088242654,0.1026845669196719,235
H1,e,i,329.14857992559723,132.8018801000267,213.8180205178891,1.5393865265816498,0.6496094273480439,0.4514019490819058,0.5520004134888414,300
H1,a,e,360.57894949887196,168.58593885616995,151.75236099994976,2.3761010841801093,0.42085751597771653,0.29082948915770734,0.4064575542693516,238
H1,o,u,85.65802939709356,183.29198673096872,242.71718444064777,0.35291291630008065,2.833560217868885,0.18279365710037307,0.283117507955807,304
H1,u,o,85.65802939709356,290.2194184506013,242.71718444064777,0.35291291630008065,2.833560217868885,-0.21139619124845707,-0.1855868453373921,66
H2,i,e,299.6572919742599,303.6868582246927,229.96598091356992,1.3030505241854997,0.7674299510566345,-0.050895607642075694,0.0779509235589219,219
H2,e,i,299.6572919742599,116.37438247611118,229.96598091356992,1.3030505241854997,0.7674299510566345,0.49072496384191205,0.5724525228326985,289
H2,a,e,390.1510609509595,193.831649171862,159.86510738334994,2.4405016662916528,0.40975182021469464,0.22654908317471123,0.3324519452496036,263
H2,o,u,80.05939951614705,165.1600040039317,214.20855976398633,0.3737450996559428,2.675620365111319,0.2268752563265291,0.30306882447392725,257
H2,u,o,80.05939951614705,253.95430145942376,214.20855976398633,0.3737450996559428,2.675620365111319,-0.20240456835111548,-0.1977342053617633,46
