half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,1143,5,66,135690.21661239665,615.8802880390119,85.65802939709356,2.8819271751258544,0.35291291630008065,209.3121381486621,0.20883429988089647
H2,1074,5,46,155774.77829990804,649.0032386994205,80.05939951614705,3.0991509780723527,0.3737450996559428,206.60143906720427,0.22329549666081516
