pair,centroid_distance_H1,centroid_distance_H2
i-e,258.23063933517807,281.67408845304834
i-a,600.8610961822521,636.9136857221753
i-o,968.2133513840761,973.8918744892364
i-u,1130.034485571739,954.8345389328528
e-a,344.3824260027746,356.88315409418067
e-o,719.1842746154732,697.3587923218428
e-u,887.0250124604285,682.1865613394223
a-o,439.6201627937533,387.0478183089096
a-u,618.9649054177553,391.70006377008775
o-u,179.46950701237574,53.75527546872572
