half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,258.23063933517807,170.86001390144665,163.597902845474,1.5784471245886884,0.6335340502841234,0.2061080243363057,0.35047608729705465,431
H1,e,i,258.23063933517807,155.99808742568536,163.597902845474,1.5784471245886884,0.6335340502841234,0.12556836682421085,0.24347385956456644,697
H1,a,e,344.3824260027746,132.15081561328412,144.56701101518283,2.382164669411382,0.4197862611433549,0.3742445370962479,0.48357997816317533,739
H1,o,u,179.46950701237574,202.33740614732827,208.95483394043788,0.8588913863726796,1.1642915691857831,0.014280614903688949,0.05965850837035075,609
H1,u,o,179.46950701237574,215.3690305678211,208.95483394043788,0.8588913863726796,1.1642915691857831,-0.04154349807597523,0.052723164861733014,74
H2,i,e,281.67408845304834,167.45732570227312,157.3840324476981,1.7897246885363312,0.558745155836129,0.1860114786532598,0.3468184515840012,308
H2,e,i,281.67408845304834,146.62029671105907,157.3840324476981,1.7897246885363312,0.558745155836129,0.1693671009861936,0.2742960528308287,524
H2,a,e,356.88315409418067,153.6720887821266,150.18758650151617,2.3762493452851237,0.4208312574537547,0.31299784493176147,0.4387387393899881,510
H2,o,u,53.75527546872572,190.9693241079269,218.73677808728453,0.2457532562140751,4.069122075554118,0.017746951160348128,0.0949211101183348,452
H2,u,o,53.75527546872572,243.3562685154699,218.73677808728453,0.2457532562140751,4.069122075554118,-0.1402683274818655,-0.14683108016453766,39
