half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,258.23063933517807,163.597902845474,1.5784471245886884,True
H1,i,u,i-u,1130.034485571739,194.39259718174148,5.813155963522867,True
H1,e,a,e-a,344.3824260027746,144.56701101518283,2.382164669411382,True
H1,a,o,a-o,439.6201627937533,170.88631307639167,2.57258849394936,True
H1,o,u,o-u,179.46950701237574,208.95483394043788,0.8588913863726796,True
H2,i,e,i-e,281.67408845304834,157.3840324476981,1.7897246885363312,True
H2,i,u,i-u,954.8345389328528,208.88301673081355,4.5711449110453195,True
H2,e,a,e-a,356.88315409418067,150.18758650151617,2.3762493452851237,True
H2,a,o,a-o,387.0478183089096,173.32684965247051,2.2330517117513007,True
H2,o,u,o-u,53.75527546872572,218.73677808728453,0.2457532562140751,True
